,osobni automobili,vlakovi,teretna vozila,autobusi,plovila,zrakoplovi,UKUPNO
2016-03-13,34640,7,2309,641,3,24,37624
2016-03-14,25028,10,5156,349,3,30,30576
2016-03-15,22803,13,6220,360,12,25,29433
2016-03-16,23915,13,5835,376,3,24,30166
2016-03-17,25328,10,6061,433,13,29,31874
2016-03-18,33574,12,5760,418,14,31,39809
2016-03-19,39868,10,3439,535,12,26,43890
2016-03-20,40681,9,1886,592,13,36,43217
2016-03-21,28344,10,5969,339,10,25,34697
2016-03-22,26954,14,5048,338,14,22,32390
2016-03-23,29917,12,6228,392,8,30,36587
2016-03-24,38265,11,6035,571,27,31,44940
2016-03-25,49575,9,5302,589,10,35,55520
2016-03-26,34613,9,2400,461,27,28,37538
2016-03-27,37474,9,1464,360,14,42,39363
2016-03-28,67070,7,1583,532,16,40,69248
2016-03-29,40829,14,6776,463,14,39,48135
2016-03-30,28255,13,6490,440,22,39,35259
2016-03-31,28780,12,6512,459,28,39,35830
2016-04-01,34072,11,5252,438,15,45,39833
2016-04-02,39919,8,3358,642,12,50,43989
2016-04-03,47191,9,2092,651,13,52,50008
2016-04-04,28204,13,5863,387,19,41,34527
2016-04-05,23881,10,6256,447,24,39,30657
2016-04-06,23775,11,5760,524,21,43,30134
2016-04-07,26247,12,6522,495,23,44,33343
2016-04-08,33392,12,5474,465,20,36,39399
2016-04-09,32054,9,3225,606,11,55,35960
2016-04-10,38298,7,2329,662,17,47,41360
2016-04-11,27920,13,6248,388,17,53,34639
2016-04-12,25612,12,6508,392,14,43,32581
2016-04-13,25146,14,6039,442,20,45,31706
2016-04-14,26067,10,6110,536,23,40,32786
2016-04-15,33331,12,5905,581,24,41,39894
2016-04-16,36555,11,3547,603,17,63,40796
2016-04-17,45306,9,1968,682,18,72,48055
2016-04-18,28072,10,6310,461,13,47,34913
2016-04-19,2887,3,611,7,2,0,3510
2016-04-20,22679,13,5244,392,9,24,28361
2016-04-21,25971,12,5769,435,37,45,32269
2016-04-22,33962,9,5656,555,23,45,40250
2016-04-23,33509,10,3417,663,12,56,37667
2016-04-24,38683,12,2124,768,25,63,41675
2016-04-25,36048,15,6358,540,30,50,43041
2016-04-26,32635,13,6565,530,26,51,39820
2016-04-27,32812,12,4632,595,20,45,38116
2016-04-28,35596,13,7151,637,23,58,43478
2016-04-29,46553,12,5752,595,27,50,52989
2016-04-30,53773,9,3211,786,34,86,57899
2016-05-01,52516,13,1499,738,9,96,54871
2016-05-02,57431,12,3027,558,24,60,61112
2016-05-03,40895,10,5273,663,55,70,46966
2016-05-04,33767,9,5247,636,24,65,39748
2016-05-05,39346,12,5476,657,39,95,45625
2016-05-06,38942,12,5957,558,50,74,45593
2016-05-07,45892,10,3379,694,65,133,50173
2016-05-08,71926,7,1919,969,51,148,75020
2016-05-09,36766,11,6285,479,28,73,43642
2016-05-10,29004,12,6006,450,30,67,35569
2016-05-11,28891,13,6611,520,26,67,36128
2016-05-12,30490,13,5928,623,27,78,37159
2016-05-13,39376,12,5777,617,34,65,45881
2016-05-14,40941,8,3607,755,27,127,45465
2016-05-15,44717,9,1762,696,29,109,47322
2016-05-16,45391,12,5242,663,31,83,51422
2016-05-17,33332,13,6762,584,37,76,40804
2016-05-18,30243,12,6743,601,40,88,37727
2016-05-19,30826,11,6207,626,32,82,37784
2016-05-20,37463,14,6288,682,40,66,44553
2016-05-21,42714,9,3916,818,66,167,47690
2016-05-22,61430,11,1862,824,72,133,64332
2016-05-23,34314,13,6269,570,33,75,41274
2016-05-24,29225,15,6252,544,22,80,36138
2016-05-25,35976,12,5874,610,35,103,42610
2016-05-26,43110,13,4576,687,65,127,48578
2016-05-27,44867,14,5470,641,65,75,51132
2016-05-28,51483,9,3719,863,95,187,56356
2016-05-29,87587,10,1524,1043,60,178,90402
2016-05-30,40115,14,6174,550,27,87,46967
2016-05-31,31350,15,6418,526,42,92,38443
2016-06-01,33010,13,6477,604,43,100,40247
2016-06-02,35503,12,6145,653,47,105,42465
2016-06-03,40151,16,5368,686,67,84,46372
2016-06-04,43560,10,3014,771,85,168,47608
2016-06-05,62951,8,1977,876,116,128,66056
2016-06-06,36488,15,6250,518,46,80,43397
2016-06-07,29663,14,5900,472,34,83,36166
2016-06-08,31884,12,6493,507,52,110,39058
2016-06-09,33257,12,6253,551,43,101,40217
2016-06-10,41631,13,5772,624,67,55,48162
2016-06-11,46226,10,3532,878,39,170,50855
2016-06-12,53755,13,1812,795,40,142,56557
2016-06-13,34584,13,6050,516,29,68,41260
2016-06-14,30429,13,6010,519,46,103,37120
2016-06-15,33317,13,6450,564,54,99,40497
2016-06-16,36941,13,6320,570,29,111,43984
2016-06-17,44746,11,6668,1940,37,86,53488
2016-06-18,53864,9,4005,899,72,197,59046
2016-06-19,69389,10,1997,1081,86,146,72709
2016-06-20,40705,14,5799,546,40,96,47200
2016-06-21,37265,12,6057,607,43,109,44093
2016-06-22,36763,11,5334,656,42,120,42926
2016-06-23,39395,13,6679,664,75,135,46961
2016-06-24,49887,12,6020,672,111,93,56795
2016-06-25,59988,10,2973,1192,109,198,64470
2016-06-26,78007,11,1830,1154,141,164,81307
2016-06-27,47759,16,6581,607,56,121,55140
2016-06-28,40331,14,6230,633,73,108,47389
2016-06-29,41846,11,6612,711,65,139,49384
2016-06-30,49446,15,6719,4805,88,154,61227
2016-07-01,58989,13,6128,719,109,123,66081
2016-07-02,79952,9,3166,1048,157,173,84505
2016-07-03,86601,10,1868,1135,155,186,89955
2016-07-04,53786,13,6377,651,76,149,61052
2016-07-05,45926,14,5408,567,67,135,52117
2016-07-06,47567,16,6140,619,71,154,54567
2016-07-07,50094,11,6277,710,98,160,57350
2016-07-08,66776,16,5745,717,125,85,73464
2016-07-09,97848,10,3450,1089,146,242,102785
2016-07-10,109064,9,1820,1117,231,163,112404
2016-07-11,62134,12,5982,628,96,121,68973
2016-07-12,51834,18,5816,578,113,145,58504
2016-07-13,54309,14,6723,719,100,165,62030
2016-07-14,64541,15,6247,715,87,166,71771
2016-07-15,79466,15,6432,721,54,128,86816
2016-07-16,99370,9,3464,1231,111,239,104424
2016-07-17,96967,11,2172,1181,171,182,100684
2016-07-18,62842,13,6664,517,126,71,70233
2016-07-19,56160,12,6101,605,87,157,63122
2016-07-20,59010,15,6877,692,120,116,66830
2016-07-21,66469,15,6589,717,124,174,74088
2016-07-22,85351,12,6358,760,173,127,92781
2016-07-23,111726,10,3047,1135,328,233,116479
2016-07-24,109915,11,2048,1084,200,178,113436
2016-07-25,72440,15,6185,637,108,148,79533
2016-07-26,59736,13,6205,548,105,166,66773
2016-07-27,59946,15,5922,656,140,158,66837
2016-07-28,76066,15,6431,682,117,165,83476
2016-07-29,101308,15,5983,688,224,141,108359
2016-07-30,125372,9,2771,1203,239,202,129796
2016-07-31,124874,10,1916,1155,253,193,128401
2016-08-01,87440,16,4764,667,56,161,93104
2016-08-02,62147,15,6081,611,95,135,69084
2016-08-03,68895,16,6194,648,126,172,76051
2016-08-04,78630,14,6064,670,271,165,85814
2016-08-05,104994,15,4258,732,146,151,110296
2016-08-06,127714,8,3149,905,79,253,132108
2016-08-07,118168,11,2289,1057,100,207,121832
2016-08-08,79144,12,5737,684,169,151,85897
2016-08-09,67752,17,5421,683,271,156,74300
2016-08-10,77892,13,6397,771,87,172,85332
2016-08-11,95627,15,5625,643,105,173,102188
2016-08-12,97016,13,5400,667,220,141,103457
2016-08-13,128021,10,2883,921,239,252,132326
2016-08-14,117912,11,1611,1097,295,197,121123
2016-08-15,100082,13,1331,595,319,153,102493
2016-08-16,85256,13,5811,690,277,159,92206
2016-08-17,75298,15,5874,731,263,157,82338
2016-08-18,82712,16,5985,826,269,173,89981
2016-08-19,103559,17,5431,623,387,134,110151
2016-08-20,128001,9,2756,1727,612,257,133362
2016-08-21,127784,12,1580,1265,367,203,131211
2016-08-22,84608,15,6296,844,107,128,91998
2016-08-23,70128,17,5820,690,126,133,76914
2016-08-24,71798,15,6238,804,159,159,79173
2016-08-25,75105,16,6428,805,219,103,82676
2016-08-26,96496,16,6226,737,278,143,103896
2016-08-27,115103,8,3036,994,264,239,119644
2016-08-28,116633,8,1685,1378,312,219,120235
2016-08-29,77551,15,5887,706,131,118,84408
2016-08-30,68781,14,7105,722,79,142,76843
2016-08-31,62774,14,6478,662,109,159,70196
2016-09-01,59904,15,6473,699,118,139,67348
2016-09-02,71339,16,5789,674,143,99,78060
2016-09-03,89834,10,3330,1142,145,219,94680
2016-09-04,107442,14,1696,1168,250,176,110746
2016-09-05,61234,12,6650,740,48,103,68787
2016-09-06,46827,13,6839,611,50,107,54447
2016-09-07,51413,16,6313,582,42,128,58494
2016-09-08,52146,16,6068,682,91,133,59136
2016-09-09,65877,12,6105,719,104,84,72901
2016-09-10,81199,13,3558,1043,88,210,86111
2016-09-11,85647,11,2217,1029,167,200,89271
2016-09-12,54301,14,5764,515,71,120,60785
2016-09-13,45891,12,6176,583,75,104,52841
2016-09-14,45766,14,6506,624,76,90,53076
2016-09-15,48786,14,6769,704,82,118,56473
2016-09-16,58877,13,5782,751,77,95,65595
2016-09-17,65049,10,3676,1171,49,196,70151
2016-09-18,72086,11,1881,1034,52,162,75226
2016-09-19,44034,15,6307,590,44,99,51089
2016-09-20,36514,17,6020,544,44,96,43235
2016-09-21,39333,13,5900,664,41,87,46038
2016-09-22,41227,15,6850,674,66,148,48980
2016-09-23,47962,12,5437,706,70,84,54271
2016-09-24,61567,11,4148,1094,72,178,67070
2016-09-25,72780,9,1955,1205,118,117,76184
2016-09-26,40367,13,6348,593,63,94,47478
2016-09-27,34911,13,6489,628,57,89,42187
2016-09-28,37989,14,6747,662,56,109,45577
2016-09-29,38320,12,6943,743,58,116,46192
2016-09-30,47085,15,6750,754,67,86,54757
2016-10-01,52602,10,3708,832,48,113,57313
2016-10-02,57541,11,1873,890,41,123,60479
2016-10-03,41829,12,6676,623,28,88,49256
2016-10-04,29916,14,7148,770,36,74,37958
2016-10-05,32242,13,6739,641,45,81,39761
2016-10-06,32195,13,6294,645,46,80,39273
2016-10-07,38658,12,6666,696,58,70,46160
2016-10-08,42307,8,4082,853,40,133,47423
2016-10-09,48580,10,1924,834,27,107,51482
2016-10-10,30699,11,6827,481,23,77,38118
2016-10-11,28096,15,6159,548,21,64,34903
2016-10-12,28481,13,7035,544,28,65,36166
2016-10-13,32054,13,7042,621,36,80,39846
2016-10-14,35390,15,6273,656,27,51,42412
2016-10-15,37683,10,3969,847,16,102,42627
2016-10-16,45631,10,2728,847,20,82,49318
2016-10-17,30327,12,6685,487,36,78,37625
2016-10-18,25472,14,6424,448,31,62,32451
2016-10-19,28778,12,6622,534,32,59,36037
2016-10-20,29644,13,6475,592,22,78,36824
2016-10-21,34930,11,6197,569,26,43,41776
2016-10-22,37453,10,3388,890,35,96,41872
2016-10-23,42029,9,2184,837,21,70,45150
2016-10-24,28084,12,6694,488,21,64,35363
2016-10-25,24633,13,5780,457,22,42,30947
2016-10-26,28100,11,5659,561,17,44,34392
2016-10-27,29060,11,6274,495,18,37,35895
2016-10-28,41888,8,6264,540,17,52,48769
2016-10-29,51916,7,3947,683,31,68,56652
2016-10-30,46768,9,1813,563,27,8,49188
2016-10-31,42814,11,3163,365,30,39,46422
2016-11-01,59310,12,2587,470,41,28,62448
2016-11-02,38802,12,7321,452,21,13,46621
2016-11-03,29619,15,6386,503,15,7,36545
2016-11-04,34473,11,5642,404,26,26,40582
2016-11-05,35990,10,4187,492,11,10,40700
2016-11-06,37346,8,2157,628,5,20,40164
2016-11-07,25199,13,5706,300,12,9,31239
2016-11-08,22653,12,6530,349,14,8,29566
2016-11-09,24907,12,6776,454,16,4,32169
2016-11-10,27314,12,6042,497,11,5,33881
2016-11-11,31783,13,5464,489,13,3,37765
2016-11-12,28495,10,3460,600,10,20,32595
2016-11-13,36118,10,1824,633,8,24,38617
2016-11-14,24400,439,6322,316,8,14,31499
2016-11-15,23341,14,6025,301,11,25,29717
2016-11-16,24343,12,6331,416,23,22,31147
2016-11-17,25259,14,6251,407,11,23,31965
2016-11-18,30596,11,6118,416,6,3,37150
2016-11-19,27897,10,3152,447,9,13,31528
2016-11-20,34198,11,2109,453,15,22,36808
2016-11-21,26967,14,6180,351,6,20,33538
2016-11-22,20568,15,5988,322,10,25,26928
2016-11-23,24877,14,7156,422,9,22,32500
2016-11-24,24687,14,6391,354,12,21,31479
2016-11-25,32780,12,6217,474,4,25,39512
2016-11-26,27744,8,4088,452,7,16,32315
2016-11-27,36219,12,1952,546,10,26,38765
2016-11-28,25761,17,5859,356,10,23,32026
2016-11-29,22141,15,6194,372,10,22,28754
2016-11-30,22634,12,5890,381,17,20,28954
2016-12-01,23964,13,6235,402,9,21,30644
2016-12-02,28453,10,6074,411,9,28,34985
2016-12-03,26901,10,3501,561,8,15,30996
2016-12-04,31353,11,1884,524,10,31,33813
2016-12-05,23973,12,5827,271,8,21,30112
2016-12-06,25519,13,5886,303,12,26,31759
2016-12-07,23329,12,6418,383,9,23,30174
2016-12-08,26250,17,5929,417,18,21,32652
2016-12-09,29436,12,5382,364,13,19,35226
2016-12-10,33376,6,3525,606,15,15,37543
2016-12-11,36918,8,1878,568,11,27,39410
2016-12-12,24512,10,6627,313,6,22,31490
2016-12-13,21873,10,5886,320,7,24,28120
2016-12-14,23344,10,6324,358,18,21,30075
2016-12-15,24710,10,6450,419,12,26,31627
2016-12-16,30080,11,6107,446,9,24,36677
2016-12-17,32691,7,3792,636,6,33,37165
2016-12-18,33843,6,2286,592,8,24,36759
2016-12-19,26900,9,5928,288,8,24,33157
2016-12-20,26925,10,6367,336,5,23,33666
2016-12-21,29053,14,6172,394,11,25,35669
2016-12-22,36690,10,5352,502,14,28,42596
2016-12-23,49394,12,4907,473,4,24,54814
2016-12-24,48295,9,2831,595,10,14,51754
2016-12-25,30110,7,969,468,4,17,31575
2016-12-26,35740,7,1749,364,5,17,37882
2016-12-27,33350,13,4144,355,7,4,37873
2016-12-28,34045,13,3823,393,4,16,38294
2016-12-29,35833,14,3805,548,11,25,40236
2016-12-30,42306,13,2545,623,6,23,45516
2016-12-31,24621,8,981,498,6,13,26127
2017-01-01,33167,10,407,440,3,20,34047
2017-01-02,46390,9,1670,675,14,28,48786
2017-01-03,33417,12,2956,493,9,23,36910
2017-01-04,31387,12,3136,372,12,22,34941
2017-01-05,34913,12,3605,447,5,18,39000
2017-01-06,35512,12,1694,457,6,14,37695
2017-01-07,41720,8,1076,529,8,10,43351
2017-01-08,47635,9,1151,652,5,20,49472
2017-01-09,33912,16,3757,437,6,22,38150
2017-01-10,23983,13,3936,347,8,20,28307
2017-01-11,22342,11,4453,389,10,25,27230
2017-01-12,23273,14,4669,384,6,20,28366
2017-01-13,21531,12,3809,315,0,18,25685
2017-01-14,22618,9,2610,445,4,11,25697
2017-01-15,24971,7,1675,506,8,22,27189
2017-01-16,20762,14,5342,273,3,18,26412
2017-01-17,17504,10,4021,297,4,19,21855
2017-01-18,17711,12,4755,333,5,20,22836
2017-01-19,21065,9,4834,364,5,19,26296
2017-01-20,26063,11,5376,323,11,24,31808
2017-01-21,24213,8,2735,404,10,12,27382
2017-01-22,28032,7,1580,483,8,23,30133
2017-01-23,21440,9,5196,278,11,25,26959
2017-01-24,19197,11,5575,276,5,21,25085
2017-01-25,20561,11,5718,354,9,19,26672
2017-01-26,21445,11,5279,366,4,17,27122
2017-01-27,26532,10,5370,322,13,22,32269
2017-01-28,25366,5,2912,410,5,13,28711
2017-01-29,27198,5,1896,472,5,22,29598
2017-01-30,21047,10,5638,266,2,17,26980
2017-01-31,20993,10,5916,333,15,23,27290
2017-02-01,19091,11,5703,386,7,20,25218
2017-02-02,21883,10,5576,353,9,23,27854
2017-02-03,26698,10,5179,322,9,17,32235
2017-02-04,26099,5,3181,401,5,11,29702
2017-02-05,27820,7,1831,467,4,21,30150
2017-02-06,23087,12,5662,271,7,15,29054
2017-02-07,20921,10,5927,289,15,20,27182
2017-02-08,24064,9,4488,320,7,19,28907
2017-02-09,23620,10,5992,370,7,17,30016
2017-02-10,27898,10,5115,394,11,18,33446
2017-02-11,28134,8,3220,441,11,12,31826
2017-02-12,33547,5,1494,474,11,24,35555
2017-02-13,25374,12,5838,284,10,27,31545
2017-02-14,23106,10,5621,317,12,21,29087
2017-02-15,25225,8,5673,374,6,21,31307
2017-02-16,25400,10,5472,401,11,18,31312
2017-02-17,31514,11,5126,354,9,20,37034
2017-02-18,30401,7,3319,428,8,19,34182
2017-02-19,37702,7,2162,523,6,24,40424
2017-02-20,25072,9,6010,312,7,20,31430
2017-02-21,23357,11,5941,329,12,21,29671
2017-02-22,24310,9,6028,385,5,22,30759
2017-02-23,25104,11,6016,374,7,23,31535
2017-02-24,30884,8,5298,396,5,20,36611
2017-02-25,30780,6,3407,457,6,17,34673
2017-02-26,36828,6,2955,547,5,27,40368
2017-02-27,26297,7,6469,299,25,24,33121
2017-02-28,23387,8,6056,328,9,19,29807
2017-03-01,26016,9,6517,381,12,18,32953
2017-03-02,25332,9,5660,387,13,26,31427
2017-03-03,31030,9,5749,370,10,23,37191
2017-03-04,31323,5,3465,476,11,17,35297
2017-03-05,36280,5,2272,554,3,24,39138
2017-03-06,25075,9,5591,325,6,29,31035
2017-03-07,22217,9,6055,344,8,21,28654
2017-03-08,23582,8,6090,410,10,22,30122
2017-03-09,24459,7,6102,427,14,22,31031
2017-03-10,30631,8,5442,447,9,23,36560
2017-03-11,30814,7,3232,498,12,17,34580
2017-03-12,41265,4,1923,698,10,29,43929
2017-03-13,25736,10,6126,362,13,22,32269
2017-03-14,23603,10,6208,396,7,27,30251
2017-03-15,24611,10,5680,400,8,19,30728
2017-03-16,25487,10,6503,475,18,24,32517
2017-03-17,33050,11,5963,449,10,24,39507
2017-03-18,32031,9,3403,547,8,17,36015
2017-03-19,41926,7,1995,615,15,30,44588
2017-03-20,25885,12,6343,321,11,23,32595
2017-03-21,23464,10,6407,381,9,23,30294
2017-03-22,24229,10,6410,435,16,20,31120
2017-03-23,25634,10,6382,459,15,32,32532
2017-03-24,30797,10,5942,444,11,27,37231
2017-03-25,34309,7,3808,553,11,22,38710
2017-03-26,39906,7,2056,643,9,17,42638
2017-03-27,28016,10,6837,347,8,57,35275
2017-03-28,23423,10,6466,379,4,42,30324
2017-03-29,24943,10,7278,449,20,24,32724
2017-03-30,26887,10,6668,487,12,22,34086
2017-03-31,32423,12,6151,465,15,22,39088
2017-04-01,36224,7,3555,583,15,59,40443
2017-04-02,42958,8,2900,650,11,21,46548
2017-04-03,27037,11,6934,387,16,13,34398
2017-04-04,24666,11,6343,393,15,26,31454
2017-04-05,25297,9,6368,464,16,42,32196
2017-04-06,28195,12,6582,536,24,52,35401
2017-04-07,33608,10,6010,606,20,45,40299
2017-04-08,44291,8,4173,784,19,64,49339
2017-04-09,47274,8,2322,740,19,67,50430
2017-04-10,31302,10,7031,451,22,57,38873
2017-04-11,29495,10,7014,501,23,46,37089
2017-04-12,34207,15,6942,579,29,54,41826
2017-04-13,43519,11,6781,641,30,65,51047
2017-04-14,53840,11,4249,812,23,52,58987
2017-04-15,37205,8,2425,600,17,75,40330
2017-04-16,36992,8,652,537,15,49,38253
2017-04-17,75232,6,1671,803,49,52,77813
2017-04-18,48005,11,6720,624,25,65,55450
2017-04-19,32854,12,7117,584,24,60,40651
2017-04-20,31605,10,6557,558,19,33,38782
2017-04-21,38382,11,6384,602,22,24,45425
2017-04-22,47320,10,4114,927,23,98,52492
2017-04-23,47186,9,2404,949,24,58,50630
2017-04-24,33708,9,6192,595,52,54,40610
2017-04-25,35387,13,6225,694,62,60,42441
2017-04-26,33856,13,6954,672,22,69,41586
2017-04-27,34717,10,5351,655,13,64,40810
2017-04-28,40130,12,6156,699,18,42,47057
2017-04-29,45398,7,3935,1061,21,110,50532
2017-04-30,46925,9,1647,1032,35,106,49754
2017-05-01,67482,10,1744,937,100,70,70343
2017-05-02,66487,11,3614,806,74,65,71057
2017-05-03,39223,12,7275,805,32,82,47429
2017-05-04,31737,12,6329,699,36,50,38863
2017-05-05,36870,11,6297,664,36,35,43913
2017-05-06,43099,9,3848,787,44,125,47912
2017-05-07,44725,7,1985,917,23,87,47744
2017-05-08,33157,12,6246,583,39,41,40078
2017-05-09,28402,11,7078,506,24,46,36067
2017-05-10,28467,11,7132,568,43,72,36293
2017-05-11,28919,10,6394,632,30,73,36058
2017-05-12,31239,9,5941,1032,17,27,38265
2017-05-13,34107,8,3308,760,28,97,38308
2017-05-14,48206,12,2123,826,39,114,51320
2017-05-15,31129,13,5917,633,24,52,37768
2017-05-16,27674,13,7173,607,30,55,35552
2017-05-17,28690,11,7084,617,35,53,36490
2017-05-18,30422,12,6011,642,21,101,37209
2017-05-19,37598,12,6514,741,32,76,44973
2017-05-20,40040,12,4211,856,23,156,45298
2017-05-21,50105,9,2075,906,37,70,53202
2017-05-22,32571,13,6508,555,37,69,39753
2017-05-23,29760,11,6410,682,30,96,36989
2017-05-24,33972,11,6325,704,37,57,41106
2017-05-25,42471,10,6350,749,40,60,49680
2017-05-26,39019,13,5444,674,32,74,45256
2017-05-27,44837,7,3503,943,54,203,49547
2017-05-28,80297,8,2383,1173,73,214,84148
2017-05-29,39917,12,6607,658,46,50,47290
2017-05-30,30639,12,6810,577,40,72,38150
2017-05-31,33578,9,6729,692,38,108,41154
2017-06-01,35141,10,6327,702,49,70,42299
2017-06-02,44609,12,5723,788,72,73,51277
2017-06-03,46567,9,3081,935,123,101,50816
2017-06-04,68954,8,1721,952,406,144,72185
2017-06-05,58683,11,5075,746,75,90,64680
2017-06-06,39453,11,6887,591,28,108,47078
2017-06-07,33849,10,7121,652,42,96,41770
2017-06-08,34408,12,6529,645,53,73,41720
2017-06-09,43829,11,6586,696,79,50,51251
2017-06-10,53694,6,3966,1059,81,205,59011
2017-06-11,67528,10,2583,1049,98,119,71387
2017-06-12,42179,10,6494,597,63,87,49430
2017-06-13,35053,12,6583,589,51,78,42366
2017-06-14,43453,11,7104,644,46,115,51373
2017-06-15,50627,11,4974,839,70,109,56630
2017-06-16,53524,12,5374,748,121,67,59846
2017-06-17,56114,11,3354,945,63,131,60618
2017-06-18,91892,6,2395,1193,86,193,95765
2017-06-19,47213,12,6876,650,54,109,54914
2017-06-20,38233,11,7062,669,52,126,46153
2017-06-21,39333,9,6944,747,59,124,47216
2017-06-22,42865,6,5396,749,59,132,49207
2017-06-23,53689,12,6162,816,98,92,60869
2017-06-24,64240,5,3438,1144,134,228,69189
2017-06-25,73830,9,2217,1158,93,167,77474
2017-06-26,54493,11,6135,688,68,117,61512
2017-06-27,44687,16,6571,751,95,141,52261
2017-06-28,46549,13,6610,972,29,105,54278
2017-06-29,49817,11,7079,801,28,147,57883
2017-06-30,65428,10,6108,772,101,137,72556
2017-07-01,78903,9,3754,1347,78,197,84288
2017-07-02,80261,13,2057,1330,71,138,83870
2017-07-03,56074,13,6795,719,66,111,63778
2017-07-04,45325,12,6393,621,71,156,52578
2017-07-05,50078,14,6495,787,80,92,57546
2017-07-06,54237,10,6760,803,83,107,62000
2017-07-07,68383,12,5932,847,123,132,75429
2017-07-08,92224,9,3741,1141,132,262,97509
2017-07-09,110133,11,2115,1121,202,181,113763
2017-07-10,67353,13,6488,663,111,136,74764
2017-07-11,53665,12,6570,657,89,159,61152
2017-07-12,55723,13,6460,728,122,160,63206
2017-07-13,62749,11,6328,832,91,118,70129
2017-07-14,85563,9,6256,993,97,134,93052
2017-07-15,104503,8,3101,1114,108,172,109006
2017-07-16,111048,10,1964,1173,91,204,114490
2017-07-17,70455,15,6134,660,96,132,77492
2017-07-18,57586,11,6757,762,85,166,65367
2017-07-19,62623,14,7080,775,105,176,70773
2017-07-20,72706,15,6185,1035,125,161,80227
2017-07-21,90864,17,6011,734,147,123,97896
2017-07-22,120392,6,3309,1054,214,186,125161
2017-07-23,115842,11,1752,1342,224,226,119397
2017-07-24,80439,14,6372,607,73,181,87686
2017-07-25,63051,16,5966,587,96,130,69846
2017-07-26,70492,15,6403,758,93,165,77926
2017-07-27,78105,15,6681,757,120,176,85854
2017-07-28,98894,13,5695,813,178,142,105735
2017-07-29,138366,12,3381,1050,233,205,143247
2017-07-30,126763,13,2230,1202,163,225,130596
2017-07-31,88005,15,6152,750,123,174,95219
2017-08-01,70902,14,6346,734,93,184,78273
2017-08-02,71392,11,6251,659,90,182,78585
2017-08-03,80332,11,6065,732,108,130,87378
2017-08-04,104654,14,5602,916,183,158,111527
2017-08-05,124931,10,2913,977,270,215,129316
2017-08-06,119571,11,1737,1296,135,142,122892
2017-08-07,84010,13,5978,860,76,161,91098
2017-08-08,69354,12,5599,662,121,194,75942
2017-08-09,84199,12,5975,715,156,119,91176
2017-08-10,86355,12,5963,821,141,118,93410
2017-08-11,104613,12,4687,694,120,136,110262
2017-08-12,130518,10,2793,1141,118,256,134836
2017-08-13,107496,10,1542,1220,200,201,110669
2017-08-14,98302,15,4792,869,134,102,104214
2017-08-15,97496,9,2276,862,278,203,101124
2017-08-16,82912,14,5556,799,207,185,89673
2017-08-17,80196,15,5516,755,342,172,86996
2017-08-18,105945,14,4848,750,616,109,112282
2017-08-19,121515,7,2585,1144,363,251,125865
2017-08-20,123072,11,1314,1283,79,205,125964
2017-08-21,82016,14,5950,767,161,126,89034
2017-08-22,67660,10,6349,721,176,139,75055
2017-08-23,63974,11,5992,819,307,164,71267
2017-08-24,76971,13,6516,784,224,168,84676
2017-08-25,94832,15,5464,851,245,130,101537
2017-08-26,121517,9,2912,1068,229,233,125968
2017-08-27,112651,10,1894,1226,292,204,116277
2017-08-28,80224,13,6396,807,74,129,87643
2017-08-29,63371,13,6661,654,92,159,70950
2017-08-30,67630,14,6434,758,159,168,75163
2017-08-31,78285,12,6240,839,224,155,85755
2017-09-01,83285,17,5074,806,87,109,89378
2017-09-02,90529,12,3355,942,54,221,95113
2017-09-03,95132,12,1726,1153,44,181,98248
2017-09-04,57995,18,6552,778,68,97,65508
2017-09-05,47209,15,6157,643,77,85,54186
2017-09-06,51849,13,6267,611,93,125,58958
2017-09-07,65524,13,6315,692,53,136,72733
2017-09-08,74769,15,5399,812,122,88,81205
2017-09-09,74437,11,3771,1061,42,158,79480
2017-09-10,78171,11,1941,1132,17,149,81421
2017-09-11,51536,12,6610,613,18,73,58862
2017-09-12,42658,12,6221,704,39,110,49744
2017-09-13,35197,13,6097,655,76,81,42119
2017-09-14,45274,12,6538,703,57,120,52704
2017-09-15,59175,13,5936,881,56,69,66130
2017-09-16,66862,7,4135,1025,50,191,72270
2017-09-17,63577,11,2446,1154,54,93,67335
2017-09-18,44466,12,6312,622,67,88,51567
2017-09-19,39649,7,6060,641,28,109,46494
2017-09-20,38028,10,6138,667,32,101,44976
2017-09-21,40048,12,6591,909,52,117,47729
2017-09-22,48836,12,5753,839,80,83,55603
2017-09-23,56820,9,3776,1032,95,146,61878
2017-09-24,63564,9,2541,1134,51,122,67421
2017-09-25,38777,11,6784,630,44,71,46317
2017-09-26,33053,10,6364,595,32,67,40121
2017-09-27,35618,12,6795,709,36,96,43266
2017-09-28,38517,11,6270,770,46,112,45726
2017-09-29,47179,12,6050,863,47,74,54225
2017-09-30,52799,8,4009,1093,46,140,58095
2017-10-01,63924,9,2164,1042,56,144,67339
2017-10-02,39795,10,6371,620,52,74,46922
2017-10-03,36112,11,6602,777,33,100,43635
2017-10-04,30696,10,6447,692,41,52,37938
2017-10-05,34075,10,6157,751,45,52,41090
2017-10-06,41744,11,6304,764,25,41,48889
2017-10-07,43364,7,3540,988,28,147,48074
2017-10-08,51172,8,2082,999,32,78,54371
2017-10-09,33002,8,6940,565,21,35,40571
2017-10-10,29879,9,7034,672,36,68,37698
2017-10-11,29150,11,7259,666,41,61,37188
