,osobni automobili,vlakovi,teretna vozila,autobusi,plovila,zrakoplovi,UKUPNO
2014-08-04,74934,15,4052,614,364,115,80094
2014-08-05,65377,16,3735,642,185,127,70082
2014-08-06,63781,19,4583,820,243,144,69590
2014-08-07,72793,17,4152,710,257,148,78077
2014-08-08,102374,15,3749,902,308,153,107501
2014-08-09,143825,12,1872,1001,680,263,147653
2014-08-10,108643,12,1982,1177,480,183,112477
2014-08-11,79748,11,4124,650,332,127,84992
2014-08-12,69290,14,4410,708,160,134,74716
2014-08-13,64664,14,4138,720,128,134,69798
2014-08-14,96556,13,3850,881,133,138,101571
2014-08-15,104043,15,1581,926,212,147,106924
2014-08-16,133626,17,1707,1062,168,228,136808
2014-08-17,104329,13,1993,1091,262,177,107865
2014-08-18,80906,15,4326,700,171,95,86213
2014-08-19,61962,15,4167,671,102,116,67033
2014-08-20,60648,15,3770,717,89,142,65381
2014-08-21,65771,16,4755,761,73,121,71497
2014-08-22,84166,14,4077,756,90,119,89222
2014-08-23,118388,12,1983,1225,82,212,121902
2014-08-24,84089,13,2135,984,197,156,87574
2014-08-25,65398,12,4407,734,119,105,70775
2014-08-26,52668,14,5167,636,67,115,58667
2014-08-27,55065,16,4763,826,72,120,60862
2014-08-28,62551,16,4666,752,77,122,68184
2014-08-29,77668,16,4153,878,141,122,82978
2014-08-30,103735,13,2719,1466,122,230,108285
2014-08-31,75286,13,2372,1041,78,139,78929
2014-09-01,56742,15,4559,691,23,75,62105
2014-09-02,43303,18,5058,648,46,96,49169
2014-09-03,41769,17,5171,746,48,99,47850
2014-09-04,45410,15,5266,706,51,93,51541
2014-09-05,58687,15,4478,783,58,95,64116
2014-09-06,70166,13,2386,1210,99,194,74068
2014-09-07,56213,14,2339,911,115,127,59719
2014-09-08,41474,12,4999,721,58,79,47343
2014-09-09,33565,14,4839,647,47,91,39203
2014-09-10,34777,16,5242,692,31,95,40853
2014-09-11,37560,15,4927,701,31,94,43328
2014-09-12,51326,12,4402,801,67,79,56687
2014-09-13,54534,13,2407,1145,53,187,58339
2014-09-14,43962,12,2210,984,71,113,47352
2014-09-15,33409,16,4862,659,42,80,39068
2014-09-16,30186,13,5334,604,41,75,36253
2014-09-17,31214,13,5345,745,49,102,37468
2014-09-18,34257,14,5402,738,53,95,40559
2014-09-19,45289,17,4537,766,38,83,50730
2014-09-20,42312,13,2480,970,46,177,45998
2014-09-21,39653,12,2164,1032,46,102,43009
2014-09-22,28230,12,4927,707,29,65,33970
2014-09-23,25959,14,4473,565,29,79,31119
2014-09-24,32949,13,5171,665,38,87,38923
2014-09-25,31204,15,5116,696,26,78,37135
2014-09-26,44610,13,4564,773,52,82,50094
2014-09-27,43740,13,3050,1004,55,182,48044
2014-09-28,37826,9,2512,860,78,99,41384
2014-09-29,26593,11,5022,654,25,73,32378
2014-09-30,26882,14,5422,618,27,72,33035
2014-10-01,27348,16,5225,774,27,65,33455
2014-10-02,34342,10,5259,710,35,64,40420
2014-10-03,49675,13,4776,822,42,72,55400
2014-10-04,39523,13,2365,816,47,130,42894
2014-10-05,41163,9,2118,828,37,87,44242
2014-10-06,28584,12,4713,569,40,57,33975
2014-10-07,25554,12,5009,511,23,53,31162
2014-10-08,27969,10,4705,633,16,55,33388
2014-10-09,27825,13,5383,630,36,58,33945
2014-10-10,41028,13,4875,654,33,60,46663
2014-10-11,39688,11,2665,900,31,97,43392
2014-10-12,36019,9,2372,769,39,76,39284
2014-10-13,25912,10,4838,506,31,55,31352
2014-10-14,24092,13,5316,450,24,51,29946
2014-10-15,24934,12,4984,615,17,47,30609
2014-10-16,27842,11,4886,597,18,53,33407
2014-10-17,36513,10,4268,558,26,45,41420
2014-10-18,36857,11,2951,732,31,90,40672
2014-10-19,35175,9,2428,698,34,71,38415
2014-10-20,24389,10,4763,464,11,54,29691
2014-10-21,22942,11,5246,459,10,43,28711
2014-10-22,21962,11,5055,644,23,45,27740
2014-10-23,24973,11,4479,579,13,50,30105
2014-10-24,37669,10,4816,544,19,52,43110
2014-10-25,37009,7,2974,762,20,71,40843
2014-10-26,31043,9,2240,726,24,43,34085
2014-10-27,24819,12,4688,423,10,27,29979
2014-10-28,23800,11,5019,396,15,28,29269
2014-10-29,27229,13,5575,437,19,29,33302
2014-10-30,41057,13,5035,490,23,31,46649
2014-10-31,43988,11,2927,452,29,32,47439
2014-11-01,34655,14,2114,458,12,39,37292
2014-11-02,37150,15,2312,539,18,36,40070
2014-11-03,25182,15,5014,423,15,22,30671
2014-11-04,21910,10,5127,348,8,22,27425
2014-11-05,22776,12,5113,397,4,20,28322
2014-11-06,22782,12,4988,448,9,20,28259
2014-11-07,29480,13,4280,485,8,19,34285
2014-11-08,28698,12,2612,508,13,21,31864
2014-11-09,26379,11,2237,504,11,23,29165
2014-11-10,21961,10,4989,345,7,21,27333
2014-11-11,22442,12,4728,325,8,23,27538
2014-11-12,20292,11,4915,383,11,18,25630
2014-11-13,23295,14,4571,436,9,18,28343
2014-11-14,31213,15,4407,441,11,25,36112
2014-11-15,34216,10,2644,550,7,16,37443
2014-11-16,27615,12,2206,484,10,21,30348
2014-11-17,21754,12,4721,309,9,22,26827
2014-11-18,20266,13,4904,308,7,21,25519
2014-11-19,21049,12,4959,344,19,19,26402
2014-11-20,23788,10,4905,404,15,19,29141
2014-11-21,31798,14,4292,400,15,24,36543
2014-11-22,27776,9,2313,470,17,20,30605
2014-11-23,27760,6,2250,456,7,21,30500
2014-11-24,21486,13,4589,267,8,21,26384
2014-11-25,21101,13,4947,304,6,24,26395
2014-11-26,20584,9,5222,344,13,22,26194
2014-11-27,21453,11,5021,394,9,21,26909
2014-11-28,28224,14,4408,411,11,17,33085
2014-11-29,25064,14,2335,489,7,15,27924
2014-11-30,24027,12,2244,422,11,17,26733
2014-12-01,20655,10,4688,284,6,18,25661
2014-12-02,19726,16,4761,270,14,20,24807
2014-12-03,20190,12,5046,356,14,18,25636
2014-12-04,21223,11,4469,364,12,19,26098
2014-12-05,28553,12,3992,344,10,18,32929
2014-12-06,26286,15,2508,462,11,13,29295
2014-12-07,23379,11,1752,390,5,28,25565
2014-12-08,22861,12,4568,303,12,20,27776
2014-12-09,19869,12,4914,303,3,7,25108
2014-12-10,20328,12,4889,366,6,3,25604
2014-12-11,22220,16,4756,370,14,18,27394
2014-12-12,26926,13,4183,357,11,24,31514
2014-12-13,26707,12,2563,466,11,18,29777
2014-12-14,22538,15,1991,433,9,23,25009
2014-12-15,20401,21,4764,244,14,20,25464
2014-12-16,20714,20,5183,290,14,20,26241
2014-12-17,23907,21,5281,414,13,23,29659
2014-12-18,27734,19,5220,457,16,20,33466
2014-12-19,42219,20,4275,414,13,20,46961
2014-12-20,55254,19,3023,692,13,23,59024
2014-12-21,38587,16,2133,612,10,26,41384
2014-12-22,30539,21,4289,307,8,22,35186
2014-12-23,41956,20,3533,450,7,21,45987
2014-12-24,45817,17,2393,442,10,16,48695
2014-12-25,27170,12,641,304,6,11,28144
2014-12-26,27734,14,992,359,7,19,29125
2014-12-27,31025,17,924,425,7,18,32416
2014-12-28,21917,14,1549,501,5,20,24006
2014-12-29,24404,20,1929,464,5,17,26839
2014-12-30,30867,20,2113,588,5,22,33615
2014-12-31,24026,19,974,363,4,18,25404
2015-01-01,15679,12,511,281,3,13,16499
2015-01-02,30256,15,1173,510,13,24,31991
2015-01-03,34487,15,955,602,12,18,36089
2015-01-04,31464,12,1229,622,8,22,33357
2015-01-05,29724,17,1599,338,10,19,31707
2015-01-06,28213,17,1784,360,3,24,30401
2015-01-07,22752,19,2564,329,8,20,25692
2015-01-08,24865,15,3340,412,5,19,28656
2015-01-09,29927,20,3294,384,7,26,33658
2015-01-10,37145,11,2184,435,10,15,39800
2015-01-11,29365,15,1855,521,2,21,31779
2015-01-12,19848,16,4199,262,5,21,24351
2015-01-13,25369,19,4623,278,6,21,30316
2015-01-14,20353,21,4596,349,7,21,25347
2015-01-15,20536,21,4420,350,13,19,25359
2015-01-16,27378,22,4158,367,5,25,31955
2015-01-17,26214,15,2492,425,3,15,29164
2015-01-18,22997,15,2097,405,8,22,25544
2015-01-19,18883,19,4130,267,10,21,23330
2015-01-20,20330,23,4666,277,10,18,25324
2015-01-21,21029,20,4776,335,10,19,26189
2015-01-22,21987,19,4744,355,9,19,27133
2015-01-23,24679,19,4258,306,5,19,29286
2015-01-24,24449,17,2094,388,7,19,26974
2015-01-25,23336,13,2143,397,6,22,25917
2015-01-26,18722,19,4058,257,7,20,23083
2015-01-27,18183,16,4881,320,11,21,23432
2015-01-28,19829,23,4913,345,14,20,25144
2015-01-29,20076,19,4838,325,12,21,25291
2015-01-30,23777,21,3891,314,4,26,28033
2015-01-31,21551,13,2274,371,5,13,24227
2015-02-01,20349,17,2398,351,4,19,23138
2015-02-02,19538,17,4290,235,11,21,24112
2015-02-03,19189,16,4438,238,8,25,23914
2015-02-04,17171,17,4414,321,4,21,21948
2015-02-05,17530,22,3751,346,8,19,21676
2015-02-06,16968,19,1494,316,13,19,18829
2015-02-07,18213,15,2338,402,8,17,20993
2015-02-08,19018,14,2350,375,7,21,21785
2015-02-09,17859,19,4649,259,8,20,22814
2015-02-10,17515,20,4392,253,9,21,22210
2015-02-11,19638,20,4881,312,14,22,24887
2015-02-12,21341,21,4660,343,21,23,26409
2015-02-13,29718,18,3897,383,7,23,34046
2015-02-14,29271,15,2644,441,9,19,32399
2015-02-15,26784,13,2587,464,5,24,29877
2015-02-16,21499,20,4435,262,7,23,26246
2015-02-17,22739,18,4587,278,7,23,27652
2015-02-18,21636,20,4473,327,14,16,26486
2015-02-19,23522,20,4604,365,8,24,28543
2015-02-20,29224,19,4215,346,13,25,33842
2015-02-21,27647,16,2370,392,6,18,30449
2015-02-22,25380,13,2369,392,1,21,28176
2015-02-23,20698,15,4374,268,8,20,25383
2015-02-24,19206,16,4809,261,8,21,24321
2015-02-25,20167,17,4775,355,10,20,25344
2015-02-26,22562,20,5087,413,7,21,28110
2015-02-27,30208,20,4221,357,13,19,34838
2015-02-28,29292,14,2290,429,9,18,32052
2015-03-01,27919,14,2401,433,4,28,30799
2015-03-02,22126,18,5047,285,9,21,27506
2015-03-03,20511,19,5053,323,7,26,25939
2015-03-04,20666,14,5278,370,9,19,26356
2015-03-05,20523,26,4854,470,0,20,25893
2015-03-06,28265,20,4450,478,8,24,33245
2015-03-07,26727,13,2244,443,9,17,29453
2015-03-08,26925,16,2100,544,4,26,29615
2015-03-09,21635,20,5134,341,9,23,27162
2015-03-10,20711,20,5150,316,12,23,26232
2015-03-11,21837,17,4881,370,15,22,27142
2015-03-12,24134,20,4909,409,9,22,29503
2015-03-13,30909,19,4533,399,16,32,35908
2015-03-14,39503,15,2476,484,17,19,42514
2015-03-15,28248,14,2567,457,12,23,31321
2015-03-16,21886,21,4970,326,11,19,27233
2015-03-17,20802,20,5394,294,8,21,26539
2015-03-18,29048,18,5077,406,9,35,34593
2015-03-19,25697,19,5749,476,13,27,31981
2015-03-20,32327,19,4171,436,17,27,36997
2015-03-21,29843,16,2448,508,12,20,32847
2015-03-22,28394,13,2182,524,16,23,31152
2015-03-23,21589,18,5171,323,10,22,27133
2015-03-24,21627,19,5273,378,10,23,27330
2015-03-25,22729,17,5226,440,14,21,28447
2015-03-26,33474,20,5173,467,10,28,39172
2015-03-27,36600,22,4867,440,11,36,41976
2015-03-28,42921,14,2811,620,16,32,46414
2015-03-29,34549,13,2287,619,31,48,37547
2015-03-30,34526,20,5137,347,15,35,40080
2015-03-31,26660,20,5603,378,17,35,32713
2015-04-01,36516,20,4937,484,18,42,42017
2015-04-02,43768,22,4862,542,23,49,49266
2015-04-03,86457,19,3212,590,53,47,90378
2015-04-04,38582,16,1415,509,20,54,40596
2015-04-05,34167,15,870,433,10,43,35538
2015-04-06,48522,14,2723,558,23,39,51879
2015-04-07,39821,19,5316,472,24,47,45699
2015-04-08,27259,18,5088,487,14,45,32911
2015-04-09,29061,18,4916,544,23,49,34611
2015-04-10,43057,18,4578,537,31,47,48268
2015-04-11,43236,15,2381,693,32,70,46427
2015-04-12,32269,13,1482,454,26,54,34298
2015-04-13,29721,18,4105,421,26,46,34337
2015-04-14,24747,21,5098,462,18,48,30394
2015-04-15,25744,21,5428,498,22,47,31760
2015-04-16,28401,16,5677,528,32,51,34705
2015-04-17,37896,22,4954,562,32,36,43502
2015-04-18,36046,17,3136,610,19,85,39913
2015-04-19,43112,13,2469,626,33,64,46317
2015-04-20,24791,21,5393,464,30,42,30741
2015-04-21,24880,21,5574,442,23,80,31020
2015-04-22,25757,16,5899,582,25,53,32332
2015-04-23,28198,17,5720,605,18,47,34605
2015-04-24,44233,17,4653,603,32,60,49598
2015-04-25,53252,16,2611,827,64,83,56853
2015-04-26,36689,19,2321,685,30,60,39804
2015-04-27,31532,16,4164,466,22,40,36240
2015-04-28,28720,21,5709,461,24,52,34987
2015-04-29,40183,20,5205,674,43,57,46182
2015-04-30,68519,19,4429,820,82,74,73943
2015-05-01,59228,16,1198,891,69,70,61472
2015-05-02,43527,16,2454,708,120,107,46932
2015-05-03,50852,15,2930,950,23,88,54858
2015-05-04,32637,21,4839,673,33,59,38262
2015-05-05,27436,24,5649,513,40,64,33726
2015-05-06,29239,20,4734,600,34,65,34692
2015-05-07,31252,19,5434,638,45,65,37453
2015-05-08,43651,19,5039,666,46,76,49497
2015-05-09,44652,16,2853,699,61,123,48404
2015-05-10,41175,18,2381,756,53,84,44467
2015-05-11,27919,16,5311,542,42,68,33898
2015-05-12,29149,21,5658,500,45,67,35440
2015-05-13,50861,18,5592,632,40,74,57217
2015-05-14,44991,21,5109,731,67,97,51016
2015-05-15,42840,18,4658,630,23,62,48231
2015-05-16,40621,13,2950,728,43,116,44471
2015-05-17,42316,14,2557,712,69,101,45769
2015-05-18,27916,19,5020,608,37,59,33659
2015-05-19,26609,17,5361,522,30,56,32595
2015-05-20,28580,19,5688,642,43,67,35039
2015-05-21,31465,20,4767,543,36,81,36912
2015-05-22,52193,22,4919,799,25,65,58023
2015-05-23,53318,13,2418,900,53,145,56847
2015-05-24,42752,15,2151,731,86,94,45829
2015-05-25,48526,14,4297,635,66,70,53608
2015-05-26,29053,19,5855,544,44,78,35593
2015-05-27,30260,15,5039,608,40,77,36039
2015-05-28,34303,21,5289,640,55,97,40405
2015-05-29,53580,20,4888,716,122,96,59422
2015-05-30,60193,10,2611,1148,385,182,64529
2015-05-31,47287,11,2168,755,223,102,50546
2015-06-01,35955,21,4975,613,138,96,41798
2015-06-02,33957,16,5331,527,88,85,40004
2015-06-03,45599,17,4326,774,77,108,50901
2015-06-04,55369,19,3440,866,114,144,59952
2015-06-05,54384,19,5058,701,156,101,60419
2015-06-06,55466,10,2712,858,147,203,59396
2015-06-07,54561,13,2484,890,83,107,58138
2015-06-08,35467,18,4940,641,62,87,41215
2015-06-09,31656,17,5702,528,72,89,38064
2015-06-10,34895,16,5565,610,60,94,41240
2015-06-11,34794,22,4707,587,79,104,40293
2015-06-12,56932,17,4549,735,104,103,62440
2015-06-13,59234,16,3119,1055,105,189,63718
2015-06-14,48248,10,2453,782,63,121,51677
2015-06-15,37057,17,5217,627,79,85,43082
2015-06-16,33659,14,5425,585,61,91,39835
2015-06-17,36454,17,5448,688,52,92,42751
2015-06-18,39257,17,5636,610,107,111,45738
2015-06-19,50528,14,5306,752,108,94,56802
2015-06-20,66875,11,3234,1166,157,202,71645
2015-06-21,55623,14,2332,811,144,118,59042
2015-06-22,42015,18,4744,621,127,94,47619
2015-06-23,34112,20,5583,579,72,98,40464
2015-06-24,53123,19,5535,694,97,105,59573
2015-06-25,56909,19,4273,790,177,120,62288
2015-06-26,61222,20,4925,738,212,109,67226
2015-06-27,72713,15,2436,1234,218,223,76839
2015-06-28,64250,14,2623,869,153,126,68035
2015-06-29,48496,20,5554,629,128,89,54916
2015-06-30,41963,22,6001,581,115,116,48798
2015-07-01,48096,20,5071,785,131,128,54231
2015-07-02,49048,22,5506,737,191,138,55642
2015-07-03,74468,19,5093,821,247,148,80796
2015-07-04,89469,16,2685,1121,379,236,93906
2015-07-05,74700,15,2459,1020,216,144,78554
2015-07-06,54451,20,5037,712,161,104,60485
2015-07-07,46136,21,5693,650,117,130,52747
2015-07-08,47116,22,5163,695,99,116,53211
2015-07-09,52311,21,4947,746,84,144,58253
2015-07-10,75986,22,5034,713,197,156,82108
2015-07-11,108491,17,2826,1932,369,266,113901
2015-07-12,84978,16,2399,838,206,185,88622
2015-07-13,60060,20,5210,709,171,130,66300
2015-07-14,52100,21,5351,636,150,129,58387
2015-07-15,57211,19,5639,851,155,147,64022
2015-07-16,69298,21,5508,703,162,153,75845
2015-07-17,92355,20,4579,815,220,96,98085
2015-07-18,123407,21,2213,1322,336,242,127541
2015-07-19,100030,16,3002,1174,223,149,104594
2015-07-20,74695,20,5092,622,180,126,80735
2015-07-21,58114,24,5739,688,141,127,64833
2015-07-22,57761,21,4995,829,107,159,63872
2015-07-23,64824,21,5375,803,159,92,71274
2015-07-24,89245,16,4621,771,256,109,95018
2015-07-25,137074,15,2205,1465,227,236,141222
2015-07-26,88246,16,2804,941,115,195,92317
2015-07-27,74717,20,5596,753,263,119,81468
2015-07-28,59670,21,5716,617,152,126,66302
2015-07-29,60210,19,5400,766,135,111,66641
2015-07-30,76439,19,4780,838,103,154,82333
2015-07-31,110427,23,4014,965,116,146,115691
2015-08-01,164204,17,2224,1383,572,256,168656
2015-08-02,111842,15,2214,1147,524,152,115894
2015-08-03,86586,21,5228,766,391,128,93120
2015-08-04,64029,23,5370,697,286,137,70542
2015-08-05,71503,22,4485,761,265,152,77188
2015-08-06,74537,24,4818,947,300,151,80777
2015-08-07,106009,24,4484,1054,272,145,111988
2015-08-08,149481,16,3019,1626,628,255,155025
2015-08-09,110278,15,2230,1065,475,184,114247
2015-08-10,89970,18,4711,688,311,121,95819
2015-08-11,69621,23,4413,773,238,137,75205
2015-08-12,67980,22,4864,824,200,145,74035
2015-08-13,78835,24,4728,666,194,146,84593
2015-08-14,106820,21,4018,815,195,135,112004
2015-08-15,132275,18,2107,1267,171,240,136078
2015-08-16,101289,18,2110,1015,110,149,104691
2015-08-17,83100,21,5120,713,112,110,89176
2015-08-18,62597,19,5003,600,167,117,68503
2015-08-19,63514,21,4855,745,60,123,69318
2015-08-20,77020,21,4505,858,141,153,82698
2015-08-21,92806,22,4007,737,92,149,97813
2015-08-22,116262,18,2136,1464,156,227,120263
2015-08-23,88421,14,2468,1014,137,167,92221
2015-08-24,69267,22,5479,882,86,110,75846
2015-08-25,56370,21,5402,645,85,127,62650
2015-08-26,56107,18,5483,814,157,135,62714
2015-08-27,65161,23,4837,769,109,156,71055
2015-08-28,85330,23,4687,821,148,121,91130
2015-08-29,101033,18,2725,1146,173,243,105338
2015-08-30,82364,17,2699,986,104,152,86322
2015-08-31,57557,22,5399,691,84,104,63857
2015-09-01,52744,23,5542,627,44,111,59091
2015-09-02,48029,19,6005,670,52,116,54891
2015-09-03,49164,19,5305,721,46,116,55371
2015-09-04,62167,20,4953,839,48,97,68124
2015-09-05,75065,20,2669,1213,42,184,79193
2015-09-06,58592,16,2624,779,87,141,62239
2015-09-07,46885,20,5807,659,76,96,53543
2015-09-08,40902,23,5386,608,64,111,47094
2015-09-09,42155,22,6388,724,61,126,49476
2015-09-10,45142,22,5572,643,44,104,51527
2015-09-11,60734,21,5091,832,79,85,66842
2015-09-12,62538,15,3012,1074,90,204,66933
2015-09-13,54126,17,2304,895,62,116,57520
2015-09-14,37552,21,5795,602,28,83,44081
2015-09-15,35305,22,5856,624,35,93,41935
2015-09-16,39034,22,5811,681,40,93,45681
2015-09-17,40446,19,5900,697,49,99,47210
2015-09-18,52142,4,4793,729,57,98,57823
2015-09-19,49982,4,2860,1028,66,177,54117
2015-09-20,41230,1,2217,891,56,105,44500
2015-09-21,31459,2,4676,688,38,75,36938
2015-09-22,28429,6,3940,555,28,91,33049
2015-09-23,31961,4,4404,684,25,92,37170
2015-09-24,30540,1,3589,723,31,89,34973
2015-09-25,42691,6,3882,713,44,81,47417
2015-09-26,41426,2,2998,854,41,172,45493
2015-09-27,41929,2,2181,1200,32,104,45448
2015-09-28,27919,1,5118,605,28,110,33781
2015-09-29,24896,4,5381,665,18,81,31045
2015-09-30,25977,3,5698,728,18,75,32499
2015-10-01,31265,4,5029,737,26,78,37139
2015-10-02,39250,5,4630,673,39,71,44668
2015-10-03,40656,4,3083,855,29,140,44767
2015-10-04,34383,6,1871,827,30,87,37204
2015-10-05,26885,13,5240,657,32,57,32884
2015-10-06,24368,12,5671,586,30,57,30724
2015-10-07,25951,12,5602,605,25,58,32253
2015-10-08,31258,12,4774,621,24,59,36748
2015-10-09,37804,12,5025,675,32,62,43610
2015-10-10,33721,9,2638,836,19,100,37323
2015-10-11,32570,8,2342,772,25,65,35782
2015-10-12,26753,13,5418,516,23,52,32775
2015-10-13,23949,16,5099,452,22,58,29596
2015-10-14,24155,14,5193,512,19,57,29950
2015-10-15,27720,16,5367,568,19,59,33749
2015-10-16,37862,15,4571,538,21,47,43054
2015-10-17,35022,4,2505,796,28,101,38456
2015-10-18,32229,4,2181,758,17,63,35252
2015-10-19,24737,4,5345,518,22,58,30684
2015-10-20,23970,4,5593,438,17,52,30074
2015-10-21,23814,5,4865,522,29,58,29293
2015-10-22,31089,7,5815,601,14,60,37586
2015-10-23,45507,5,4010,590,30,52,50194
2015-10-24,41199,4,2839,666,20,102,44830
2015-10-25,35254,4,2263,649,19,41,38230
2015-10-26,31717,5,5143,458,17,33,37373
2015-10-27,26408,7,5754,385,23,34,32611
2015-10-28,27068,6,5715,437,17,28,33271
2015-10-29,29936,5,5434,451,16,36,35878
2015-10-30,42857,9,4968,440,15,37,48326
2015-10-31,41752,8,2590,538,15,46,44949
2015-11-01,36324,10,2557,420,4,40,39355
2015-11-02,27087,12,5274,354,15,32,32774
2015-11-03,25295,12,5683,378,12,28,31408
2015-11-04,24529,13,5887,426,18,29,30902
2015-11-05,26913,11,5474,454,13,27,32892
2015-11-06,36717,11,5124,469,11,32,42364
2015-11-07,34327,9,3052,528,16,28,37960
2015-11-08,33680,10,2747,448,16,29,36930
2015-11-09,23098,12,5439,310,11,28,28898
2015-11-10,23153,13,5574,328,12,32,29112
2015-11-11,24539,13,5577,443,13,23,30608
2015-11-12,25173,14,5554,455,9,28,31233
2015-11-13,31953,9,4497,406,12,25,36902
2015-11-14,31834,12,2727,543,17,25,35158
2015-11-15,29161,8,2143,483,11,27,31833
2015-11-16,21884,11,5580,286,11,24,27796
2015-11-17,28879,15,5611,298,12,22,34837
2015-11-18,23121,13,5367,426,16,26,28969
2015-11-19,25078,12,5654,376,11,23,31154
2015-11-20,32655,12,4899,380,18,21,37985
2015-11-21,26624,8,2833,442,5,14,29926
2015-11-22,26961,8,2340,417,8,22,29756
2015-11-23,22674,12,5259,281,5,20,28251
2015-11-24,20660,13,5506,268,7,22,26476
2015-11-25,23638,13,5519,379,15,21,29585
2015-11-26,22988,12,5033,358,9,23,28423
2015-11-27,30382,14,4932,397,9,21,35755
2015-11-28,27264,8,2895,470,9,16,30662
2015-11-29,26132,9,2274,390,8,31,28844
2015-11-30,22868,14,5304,320,9,23,28538
2015-12-01,21384,14,5779,274,4,24,27479
2015-12-02,22697,13,5649,368,15,23,28765
2015-12-03,22499,13,5456,358,13,24,28363
2015-12-04,34305,11,5156,402,6,27,39907
2015-12-05,29549,9,2344,535,17,19,32473
2015-12-06,25913,9,2475,446,6,24,28873
2015-12-07,21291,13,5199,281,7,25,26816
2015-12-08,24473,15,4948,307,7,25,29775
2015-12-09,23997,12,5430,389,3,25,29856
2015-12-10,22965,12,5520,381,8,23,28909
2015-12-11,29608,14,4988,350,10,22,34992
2015-12-12,27947,8,2766,484,13,16,31234
2015-12-13,27797,8,2180,443,7,22,30457
2015-12-14,22715,16,5535,271,8,21,28566
2015-12-15,22057,19,6224,284,7,22,28613
2015-12-16,25119,17,5437,407,10,24,31014
2015-12-17,28336,15,5190,432,8,23,34004
2015-12-18,37175,17,5141,404,16,20,42773
2015-12-19,48538,10,2669,582,8,15,51822
2015-12-20,33770,9,2315,556,5,23,36678
2015-12-21,31311,16,5421,317,12,24,37101
2015-12-22,34651,20,5086,374,3,19,40153
2015-12-23,51352,17,4069,513,8,23,55982
2015-12-24,49839,11,1849,506,8,16,52229
2015-12-25,31513,11,696,272,6,10,32508
2015-12-26,31988,10,697,387,5,21,33108
2015-12-27,34656,12,1965,464,6,23,37126
2015-12-28,31798,13,2972,369,14,21,35187
2015-12-29,32391,18,2855,535,12,24,35835
2015-12-30,42254,15,2206,735,4,18,45232
2015-12-31,29864,17,926,324,7,13,31151
2016-01-01,22264,9,464,289,7,10,23043
2016-01-02,40313,10,871,465,7,18,41684
2016-01-03,33791,10,1470,707,4,27,36009
2016-01-04,26181,16,2397,291,4,21,28910
2016-01-05,28849,11,2665,338,8,22,31893
2016-01-06,25727,15,2518,389,2,23,28674
2016-01-07,23695,14,2932,420,8,16,27085
2016-01-08,33902,17,2570,359,9,20,36877
2016-01-09,41142,9,1893,475,3,16,43538
2016-01-10,35224,11,2031,493,4,21,37784
2016-01-11,23655,14,4265,302,8,22,28266
2016-01-12,20968,18,4774,277,8,17,26062
2016-01-13,21946,16,4565,337,8,28,26900
2016-01-14,21490,17,4685,369,9,17,26587
2016-01-15,27228,16,4263,344,11,23,31885
2016-01-16,27550,11,2383,448,12,11,30415
2016-01-17,24490,10,2009,383,4,21,26917
2016-01-18,21345,16,4467,248,6,21,26103
2016-01-19,21580,15,4722,279,7,17,26620
2016-01-20,21830,16,4964,340,11,22,27183
2016-01-21,22291,12,4230,355,8,20,26916
2016-01-22,26723,16,4597,333,13,22,31704
2016-01-23,26295,11,2677,415,5,10,29413
2016-01-24,24778,12,2374,397,4,27,27592
2016-01-25,21506,14,4517,267,5,23,26332
2016-01-26,19543,15,4614,273,7,20,24472
2016-01-27,20637,16,5502,342,16,27,26540
2016-01-28,21969,15,5196,330,9,18,27537
2016-01-29,29618,14,4448,370,9,25,34484
2016-01-30,27663,12,2428,463,6,13,30585
2016-01-31,24668,12,2220,444,8,14,27366
2016-02-01,21394,15,5348,242,7,18,27024
2016-02-02,21517,10,5021,261,4,25,26838
2016-02-03,21004,16,4816,341,10,23,26210
2016-02-04,23142,15,4900,356,7,19,28439
2016-02-05,31720,12,4479,316,18,26,36571
2016-02-06,29843,9,2754,418,11,18,33053
2016-02-07,24507,12,2227,448,7,23,27224
2016-02-08,24910,9,3933,293,7,22,29174
2016-02-09,21667,16,5705,301,6,21,27716
2016-02-10,20596,10,4945,371,9,22,25953
2016-02-11,23917,14,4874,366,11,22,29204
2016-02-12,31436,14,4433,380,9,23,36295
2016-02-13,30369,10,2775,447,4,17,33622
2016-02-14,26708,9,2175,430,5,23,29350
2016-02-15,23375,13,4596,259,9,22,28274
2016-02-16,23061,13,4962,305,7,22,28370
2016-02-17,21986,15,5143,330,4,26,27504
2016-02-18,23736,13,5294,369,10,25,29447
2016-02-19,30591,13,4766,332,9,25,35736
2016-02-20,30527,10,3043,425,5,20,34030
2016-02-21,29472,12,2315,366,3,27,32195
2016-02-22,22288,11,4957,295,10,27,27588
2016-02-23,22006,13,5369,322,9,23,27742
2016-02-24,23072,10,5871,380,3,25,29361
2016-02-25,23988,14,5379,347,12,29,29769
2016-02-26,30117,11,4720,364,10,23,35245
2016-02-27,27951,9,2344,418,8,20,30750
2016-02-28,27286,12,2505,433,4,23,30263
2016-02-29,23083,13,4711,259,7,25,28098
2016-03-01,24127,12,5323,279,8,22,29771
2016-03-02,23503,13,5731,489,9,25,29770
2016-03-03,24045,15,5577,419,11,24,30091
2016-03-04,28798,10,5004,430,10,29,34281
2016-03-05,28323,7,2650,486,2,22,31490
