,osobni automobili,vlakovi,teretna vozila,autobusi,plovila,zrakoplovi,UKUPNO
2016-03-21,20162,20,2918,166,2,22,23290
2016-03-22,22375,21,2538,142,2,18,25096
2016-03-23,21155,23,2734,183,3,19,24117
2016-03-24,24740,21,2402,151,5,20,27339
2016-03-25,22745,17,1383,171,2,22,24340
2016-03-26,23957,21,468,179,2,17,24644
2016-03-27,15440,11,417,82,5,24,15979
2016-03-28,25093,10,912,180,4,24,26223
2016-03-29,21058,16,2970,198,6,20,24268
2016-03-30,20459,19,2711,160,7,21,23377
2016-03-31,20512,20,2130,193,5,23,22883
2016-04-01,22779,19,2090,243,5,20,25156
2016-04-02,23390,18,926,261,4,19,24618
2016-04-03,21183,15,783,183,3,23,22190
2016-04-04,20165,14,2763,160,8,23,23133
2016-04-05,19256,20,2735,177,12,21,22221
2016-04-06,17878,15,2433,187,8,23,20544
2016-04-07,20139,21,2379,205,5,23,22772
2016-04-08,23022,18,1722,219,5,23,25009
2016-04-09,25341,25,1116,249,5,18,26754
2016-04-10,18360,17,786,216,5,24,19408
2016-04-11,21748,15,2826,218,4,24,24835
2016-04-12,19754,19,2596,200,5,24,22598
2016-04-13,19431,21,2928,189,7,22,22598
2016-04-14,21397,25,2580,241,5,24,24272
2016-04-15,24460,22,2187,241,5,24,26939
2016-04-16,25997,18,989,277,4,21,27306
2016-04-17,21557,9,772,191,16,24,22569
2016-04-18,20715,25,3047,218,4,26,24035
2016-04-19,2943,0,342,4,2,0,3291
2016-04-20,15769,10,2044,146,6,5,17980
2016-04-21,18395,18,2141,189,8,35,20786
2016-04-22,21810,23,2279,237,4,26,24379
2016-04-23,22355,23,927,259,2,6,23572
2016-04-24,19301,14,759,207,11,23,20315
2016-04-25,22361,18,2883,239,5,25,25531
2016-04-26,20011,18,2926,245,3,26,23229
2016-04-27,20673,18,2126,260,5,19,23101
2016-04-28,22308,14,2773,273,9,27,25404
2016-04-29,23743,22,2064,274,4,32,26139
2016-04-30,25138,20,926,304,6,27,26421
2016-05-01,18896,16,701,199,6,28,19846
2016-05-02,20084,18,1693,207,11,33,22046
2016-05-03,21624,26,2639,230,9,27,24555
2016-05-04,20797,26,2353,284,8,29,23497
2016-05-05,23781,22,2522,257,4,25,26611
2016-05-06,24956,18,2337,324,2,30,27667
2016-05-07,26277,19,1154,319,4,30,27803
2016-05-08,21707,20,795,280,6,28,22836
2016-05-09,21480,18,3126,216,9,30,24879
2016-05-10,22608,19,2414,224,5,28,25298
2016-05-11,22271,22,2169,241,2,29,24734
2016-05-12,21703,26,2217,275,6,27,24254
2016-05-13,23924,25,1862,339,1,27,26178
2016-05-14,26931,15,991,614,2,30,28583
2016-05-15,21734,13,698,339,3,27,22814
2016-05-16,23163,32,2657,263,10,30,26155
2016-05-17,21274,29,2618,299,5,28,24253
2016-05-18,21601,22,2733,283,5,30,24674
2016-05-19,22913,29,2504,309,2,32,25789
2016-05-20,24047,24,2100,342,3,32,26548
2016-05-21,25440,22,936,369,3,31,26801
2016-05-22,21794,18,762,245,5,32,22856
2016-05-23,22040,21,2883,262,9,28,25243
2016-05-24,21097,23,2513,271,6,32,23942
2016-05-25,22292,23,2201,327,7,32,24882
2016-05-26,28419,15,1288,352,4,30,30108
2016-05-27,23320,23,2079,259,4,34,25719
2016-05-28,25076,23,1149,380,5,49,26682
2016-05-29,22396,18,728,328,8,32,23510
2016-05-30,21296,17,2779,220,8,31,24351
2016-05-31,20030,25,2719,276,7,30,23087
2016-06-01,20715,24,2433,232,4,30,23438
2016-06-02,21787,26,2248,284,7,36,24388
2016-06-03,24543,15,2078,315,3,33,26987
2016-06-04,26679,19,887,342,4,30,27961
2016-06-05,21190,17,962,268,8,32,22477
2016-06-06,21609,19,2865,236,12,31,24772
2016-06-07,20464,27,2962,275,11,11,23750
2016-06-08,20520,21,2861,251,11,29,23693
2016-06-09,21991,26,2778,240,2,29,25066
2016-06-10,25636,22,2230,301,7,25,28221
2016-06-11,26406,18,988,355,2,32,27801
2016-06-12,19987,16,747,237,8,30,21025
2016-06-13,22260,26,3158,237,7,12,25700
2016-06-14,20384,22,2415,265,13,31,23130
2016-06-15,22746,19,2566,271,7,33,25642
2016-06-16,22620,21,2419,273,2,34,25369
2016-06-17,21651,24,2070,313,6,34,24098
2016-06-18,26654,20,961,353,8,34,28030
2016-06-19,22142,20,864,276,12,33,23347
2016-06-20,22484,20,2991,286,18,32,25831
2016-06-21,20681,22,2358,300,6,36,23403
2016-06-22,27095,17,1797,257,9,34,29209
2016-06-23,22817,26,2201,295,4,36,25379
2016-06-24,25144,25,2186,337,11,30,27733
2016-06-25,25257,21,718,372,9,37,26414
2016-06-26,20780,17,662,226,15,34,21734
2016-06-27,22597,21,2716,252,8,34,25628
2016-06-28,21719,25,2534,276,15,28,24597
2016-06-29,20483,23,2608,240,7,32,23393
2016-06-30,22265,26,2247,288,9,31,24866
2016-07-01,24101,24,1835,300,9,34,26303
2016-07-02,25780,21,954,305,8,30,27098
2016-07-03,22151,23,869,264,16,31,23354
2016-07-04,23097,24,3028,265,6,37,26457
2016-07-05,21561,21,2232,303,11,35,24163
2016-07-06,20832,23,2297,266,12,29,23459
2016-07-07,22839,22,2385,264,10,31,25551
2016-07-08,24540,26,2081,296,18,30,26991
2016-07-09,26184,19,779,294,6,32,27314
2016-07-10,21983,19,828,229,11,25,23095
2016-07-11,23603,19,2966,205,4,34,26831
2016-07-12,22364,29,2492,253,12,36,25186
2016-07-13,21409,21,2082,237,13,31,23793
2016-07-14,24277,24,2591,261,2,35,27190
2016-07-15,26239,29,1993,266,4,34,28565
2016-07-16,26665,22,1033,269,8,37,28034
2016-07-17,22580,19,890,244,11,31,23775
2016-07-18,23608,16,2943,233,11,22,26833
2016-07-19,22911,24,2229,233,10,36,25443
2016-07-20,23964,18,2316,249,11,26,26584
2016-07-21,24833,21,2619,263,10,31,27777
2016-07-22,25154,24,2185,257,9,32,27661
2016-07-23,25492,25,726,258,12,35,26548
2016-07-24,22713,24,803,253,11,35,23839
2016-07-25,24018,22,2786,252,8,37,27123
2016-07-26,22167,25,2526,245,11,32,25006
2016-07-27,21505,26,2395,222,10,33,24191
2016-07-28,24053,20,2174,262,12,31,26552
2016-07-29,23529,29,1535,272,13,35,25413
2016-07-30,26009,27,780,297,11,30,27154
2016-07-31,22928,23,737,279,10,36,24013
2016-08-01,25616,26,2010,262,10,31,27955
2016-08-02,22743,27,2447,236,12,29,25494
2016-08-03,22802,27,2217,229,12,35,25322
2016-08-04,25869,30,1930,279,16,34,28158
2016-08-05,29612,18,1161,320,11,35,31157
2016-08-06,26721,24,676,278,11,33,27743
2016-08-07,25414,15,922,237,9,36,26633
2016-08-08,24175,24,2747,254,23,32,27255
2016-08-09,24283,26,2157,267,10,38,26781
2016-08-10,24542,26,2179,266,7,33,27053
2016-08-11,29517,30,2130,287,15,30,32009
2016-08-12,28619,25,2131,275,15,36,31101
2016-08-13,33009,27,778,307,8,39,34168
2016-08-14,29624,23,585,236,9,36,30513
2016-08-15,28960,21,716,222,6,33,29958
2016-08-16,27653,25,2942,253,13,32,30918
2016-08-17,25588,22,2171,294,10,34,28119
2016-08-18,26835,28,1871,258,13,31,29036
2016-08-19,29364,23,1757,267,10,31,31452
2016-08-20,29561,20,849,449,9,36,30924
2016-08-21,24928,23,714,258,16,33,25972
2016-08-22,26704,22,2322,275,11,34,29368
2016-08-23,24870,25,2749,270,10,30,27954
2016-08-24,22357,29,2263,249,8,33,24939
2016-08-25,24172,26,1879,283,12,27,26399
2016-08-26,27592,19,1888,278,12,34,29823
2016-08-27,29684,23,836,337,12,33,30925
2016-08-28,26625,18,773,283,9,41,27749
2016-08-29,23351,25,2641,294,8,37,26356
2016-08-30,23512,27,2315,289,9,37,26189
2016-08-31,22006,23,2832,287,11,32,25191
2016-09-01,23561,21,2120,269,10,34,26015
2016-09-02,25677,27,1943,284,7,34,27972
2016-09-03,31071,24,871,325,3,35,32329
2016-09-04,22344,16,786,281,11,33,23471
2016-09-05,24307,24,2603,257,15,33,27239
2016-09-06,22241,22,2720,316,12,34,25345
2016-09-07,22579,19,2602,306,6,31,25543
2016-09-08,23558,21,2547,284,10,30,26450
2016-09-09,24196,23,1805,275,7,35,26341
2016-09-10,28039,23,1012,374,6,33,29487
2016-09-11,24487,15,824,291,9,35,25661
2016-09-12,23153,23,2570,269,10,30,26055
2016-09-13,21052,27,2253,271,7,34,23644
2016-09-14,22582,24,2602,307,8,25,25548
2016-09-15,24326,21,2469,290,8,30,27144
2016-09-16,25425,18,1992,326,6,32,27799
2016-09-17,28363,19,961,343,6,34,29726
2016-09-18,22709,16,803,325,8,29,23890
2016-09-19,24695,24,2740,267,11,33,27770
2016-09-20,22682,24,2495,285,8,34,25528
2016-09-21,22439,28,2333,278,2,17,25097
2016-09-22,23879,29,2384,275,7,31,26605
2016-09-23,23465,25,1588,282,8,33,25401
2016-09-24,28028,19,1175,359,5,35,29621
2016-09-25,21714,28,768,279,30,24,22843
2016-09-26,22606,25,2759,273,11,32,25706
2016-09-27,22000,26,2204,262,8,32,24532
2016-09-28,21679,16,3066,264,9,30,25064
2016-09-29,23551,27,2392,251,15,31,26267
2016-09-30,25083,24,2075,320,5,33,27540
2016-10-01,27010,22,869,336,14,32,28283
2016-10-02,22992,19,765,262,8,35,24081
2016-10-03,24306,22,3230,291,9,33,27891
2016-10-04,21618,19,2544,269,7,36,24493
2016-10-05,22176,20,2535,289,9,31,25060
2016-10-06,22435,17,2289,284,7,28,25060
2016-10-07,24935,26,2364,362,6,30,27723
2016-10-08,29386,16,999,417,10,32,30860
2016-10-09,21155,20,729,286,3,34,22227
2016-10-10,22119,18,3152,243,8,33,25573
2016-10-11,21737,21,2883,258,9,26,24934
2016-10-12,22718,22,2617,264,6,29,25656
2016-10-13,21753,19,2230,282,10,29,24323
2016-10-14,23789,15,2220,270,5,32,26331
2016-10-15,27217,26,1126,374,4,31,28778
2016-10-16,23046,23,1120,305,7,31,24532
2016-10-17,21032,23,3224,223,9,27,24538
2016-10-18,20499,20,2675,236,8,28,23466
2016-10-19,21153,30,2741,249,4,27,24204
2016-10-20,21641,25,2155,269,3,25,24118
2016-10-21,23377,22,1822,295,5,31,25552
2016-10-22,25814,18,797,295,4,28,26956
2016-10-23,20293,21,911,248,4,28,21505
2016-10-24,20295,24,3164,234,3,25,23745
2016-10-25,18265,22,2032,173,8,8,20508
2016-10-26,19550,25,2202,209,12,6,22004
2016-10-27,19574,25,2342,204,5,4,22154
2016-10-28,24095,21,1633,248,3,26,26026
2016-10-29,29036,25,920,279,7,13,30280
2016-10-30,24575,20,594,178,1,0,25368
2016-10-31,25764,27,979,157,5,21,26953
2016-11-01,28283,21,1032,174,2,9,29521
2016-11-02,22757,26,3044,183,3,3,26016
2016-11-03,21323,23,2227,189,4,1,23767
2016-11-04,21732,28,1658,212,7,21,23658
2016-11-05,24065,23,1029,202,4,2,25325
2016-11-06,18889,23,763,163,2,3,19843
2016-11-07,18448,21,2915,159,5,4,21552
2016-11-08,18758,26,2803,165,3,4,21759
2016-11-09,19120,23,2380,189,3,4,21719
2016-11-10,19651,22,2207,173,4,0,22057
2016-11-11,20707,22,2061,206,3,3,23002
2016-11-12,21920,21,766,202,1,20,22930
2016-11-13,18708,20,729,213,2,23,19695
2016-11-14,18964,134,2465,152,4,8,21727
2016-11-15,19070,22,2578,153,2,21,21846
2016-11-16,19236,24,2332,167,4,22,21785
2016-11-17,20089,26,2255,201,5,22,22598
2016-11-18,19950,21,1888,181,3,4,22047
2016-11-19,23216,21,875,264,3,17,24396
2016-11-20,18055,20,825,175,1,22,19098
2016-11-21,18765,26,2937,181,4,22,21935
2016-11-22,17684,37,2368,144,4,23,20260
2016-11-23,18322,20,2580,191,3,22,21138
2016-11-24,19286,21,2228,160,6,24,21725
2016-11-25,20877,22,1966,196,3,21,23085
2016-11-26,21737,28,1003,241,5,16,23030
2016-11-27,18222,20,782,174,1,21,19220
2016-11-28,20373,18,2805,154,4,22,23376
2016-11-29,18191,22,2536,156,3,21,20929
2016-11-30,17813,21,2552,163,3,23,20575
2016-12-01,19164,23,2379,163,3,18,21750
2016-12-02,20661,22,1964,188,4,21,22860
2016-12-03,22459,25,904,356,4,19,23767
2016-12-04,18660,19,808,188,2,22,19699
2016-12-05,18335,28,3134,149,2,19,21667
2016-12-06,18622,29,2507,154,2,23,21337
2016-12-07,17221,24,2134,158,2,23,19562
2016-12-08,18954,27,2137,178,4,22,21322
2016-12-09,19935,23,2130,196,4,16,22304
2016-12-10,24272,32,1234,511,8,17,26074
2016-12-11,19090,18,732,236,1,21,20098
2016-12-12,19397,22,2801,156,3,19,22398
2016-12-13,18298,20,2769,139,5,19,21250
2016-12-14,18146,25,2145,163,7,22,20508
2016-12-15,20041,22,2170,187,7,22,22449
2016-12-16,21380,17,1777,210,2,21,23407
2016-12-17,23131,25,968,428,4,36,24592
2016-12-18,17844,20,962,215,4,22,19067
2016-12-19,20132,20,2880,160,1,22,23215
2016-12-20,18762,21,2259,167,2,23,21234
2016-12-21,20635,22,2433,148,3,18,23259
2016-12-22,21200,26,2228,179,6,22,23661
2016-12-23,23441,20,1369,167,2,20,25019
2016-12-24,17909,28,488,119,0,10,18554
2016-12-25,11597,13,142,81,0,0,11833
2016-12-26,21462,14,1031,132,0,19,22658
2016-12-27,21717,22,1521,143,3,4,23410
2016-12-28,22123,22,1424,164,0,21,23754
2016-12-29,22616,17,1278,165,2,24,24102
2016-12-30,25811,26,820,251,3,22,26933
2016-12-31,19363,20,301,130,0,10,19824
2017-01-01,12481,17,239,112,1,16,12866
2017-01-02,21770,25,983,172,3,21,22974
2017-01-03,20203,27,1805,187,0,22,22244
2017-01-04,21361,28,1322,145,2,20,22878
2017-01-05,21744,28,1442,150,0,18,23382
2017-01-06,20205,17,468,172,0,15,20877
2017-01-07,24207,28,416,235,1,18,24905
2017-01-08,18848,13,630,174,1,19,19685
2017-01-09,19456,25,2048,124,0,21,21674
2017-01-10,19205,18,1954,122,0,21,21320
2017-01-11,17437,29,1780,123,5,22,19396
2017-01-12,19587,20,1883,162,1,24,21677
2017-01-13,17576,19,1306,143,0,20,19064
2017-01-14,17535,19,821,188,3,18,18584
2017-01-15,15624,23,719,128,1,19,16514
2017-01-16,17094,21,2634,145,0,22,19916
2017-01-17,12853,24,1534,136,0,23,14570
2017-01-18,13551,21,1870,121,0,23,15586
2017-01-19,16134,26,2023,156,1,22,18362
2017-01-20,18136,29,1665,163,0,24,20017
2017-01-21,19884,24,673,180,0,18,20779
2017-01-22,15862,23,682,147,2,21,16737
2017-01-23,17184,20,2639,145,2,23,20013
2017-01-24,15675,22,2164,137,4,23,18025
2017-01-25,16849,31,2060,142,2,22,19106
2017-01-26,17649,24,2044,140,0,23,19880
2017-01-27,19214,32,1783,164,3,20,21216
2017-01-28,20386,22,782,199,0,18,21407
2017-01-29,15225,22,795,162,1,21,16226
2017-01-30,17115,22,2705,121,1,23,19987
2017-01-31,17054,25,2344,157,0,22,19602
2017-02-01,15970,25,2138,135,3,22,18293
2017-02-02,17620,25,1946,146,2,21,19760
2017-02-03,19645,24,1776,145,0,22,21612
2017-02-04,21821,28,880,168,0,17,22914
2017-02-05,15655,22,710,154,1,21,16563
2017-02-06,18540,24,2524,127,1,21,21237
2017-02-07,16663,24,2260,128,1,21,19097
2017-02-08,17913,31,1799,132,1,23,19899
2017-02-09,18968,25,2552,161,0,20,21726
2017-02-10,20814,26,1610,169,2,21,22642
2017-02-11,22875,29,972,190,2,17,24085
2017-02-12,18509,27,599,158,2,20,19315
2017-02-13,19709,25,2929,157,2,23,22845
2017-02-14,18304,26,2385,137,3,21,20876
2017-02-15,18513,21,2297,144,3,20,20998
2017-02-16,19979,24,1974,161,0,23,22161
2017-02-17,20921,18,1680,188,0,20,22827
2017-02-18,23034,26,848,197,0,16,24121
2017-02-19,18636,26,833,145,3,21,19664
2017-02-20,19875,28,2957,132,3,21,23016
2017-02-21,18072,25,2543,143,3,24,20810
2017-02-22,18530,25,2385,139,5,20,21104
2017-02-23,18677,25,2451,151,3,22,21329
2017-02-24,21102,25,1814,161,2,22,23126
2017-02-25,22372,22,868,257,2,16,23537
2017-02-26,18409,27,1038,177,1,22,19674
2017-02-27,18278,27,2771,133,5,19,21233
2017-02-28,17875,25,2612,138,1,22,20673
2017-03-01,19742,27,2608,157,2,23,22559
2017-03-02,19436,29,2377,159,2,22,22025
2017-03-03,21091,25,1804,178,5,20,23123
2017-03-04,24323,21,1021,225,2,15,25607
2017-03-05,19789,13,875,213,5,20,20915
2017-03-06,19653,22,2658,138,4,22,22497
2017-03-07,18511,23,2385,152,2,21,21094
2017-03-08,19049,21,2429,183,4,21,21707
2017-03-09,19324,20,2575,174,4,21,22118
2017-03-10,21627,24,1707,189,3,23,23573
2017-03-11,24957,16,971,221,3,20,26188
2017-03-12,19176,16,794,198,1,22,20207
2017-03-13,19307,25,3122,158,3,21,22636
2017-03-14,17831,27,2764,151,5,23,20801
2017-03-15,19857,25,2449,151,9,21,22512
2017-03-16,20924,30,2744,176,2,23,23899
2017-03-17,22705,22,2139,191,5,22,25084
2017-03-18,23523,27,833,218,3,18,24622
2017-03-19,20789,23,804,171,4,22,21813
2017-03-20,19654,26,2944,175,3,22,22824
2017-03-21,19645,22,3103,156,3,20,22949
2017-03-22,18951,24,2567,166,3,23,21734
2017-03-23,20125,26,2669,172,4,22,23018
2017-03-24,20033,24,1987,205,3,23,22275
2017-03-25,24899,16,1061,207,4,18,26205
2017-03-26,18683,22,726,183,1,5,19620
2017-03-27,19684,28,3266,142,2,41,23163
2017-03-28,18016,20,2861,182,3,18,21100
2017-03-29,19649,27,3085,192,6,6,22965
2017-03-30,20124,24,2756,205,3,2,23114
2017-03-31,22086,29,2224,208,5,6,24558
2017-04-01,24788,23,1141,288,3,22,26265
2017-04-02,20620,19,1136,182,4,3,21964
2017-04-03,20639,22,3479,177,4,4,24325
2017-04-04,19397,24,2864,161,7,5,22458
2017-04-05,20077,22,2569,222,7,20,22917
2017-04-06,20681,27,2654,214,6,24,23606
2017-04-07,22980,28,2430,280,11,21,25750
2017-04-08,24134,25,1241,327,4,18,25749
2017-04-09,20486,17,905,306,10,20,21744
2017-04-10,21291,19,3445,245,8,26,25034
2017-04-11,21798,23,3083,247,17,20,25188
2017-04-12,23993,25,3040,260,9,25,27352
2017-04-13,25369,32,2237,250,4,25,27917
2017-04-14,24307,15,1269,285,3,25,25904
2017-04-15,24478,30,610,243,0,15,25376
2017-04-16,17135,19,232,181,2,8,17577
2017-04-17,25540,21,979,300,2,7,26849
2017-04-18,28043,15,3207,302,5,23,31595
2017-04-19,24621,16,2941,268,8,25,27879
2017-04-20,24277,28,2868,231,4,5,27413
2017-04-21,26324,25,2621,356,7,6,29339
2017-04-22,26514,21,1281,427,5,20,28268
2017-04-23,21651,24,979,381,5,6,23046
2017-04-24,23449,24,3452,296,11,25,27257
2017-04-25,22354,30,3349,355,4,22,26114
2017-04-26,20834,25,3333,340,4,24,24560
2017-04-27,21185,24,2289,343,5,25,23871
2017-04-28,24417,22,2282,387,2,22,27132
2017-04-29,26085,20,1092,444,4,25,27670
2017-04-30,22356,29,466,362,14,27,23254
2017-05-01,19925,9,975,371,13,29,21322
2017-05-02,20851,23,2513,269,8,6,23670
2017-05-03,22706,30,3714,325,7,29,26811
2017-05-04,21819,24,2601,315,5,5,24769
2017-05-05,25063,28,2478,366,3,6,27944
2017-05-06,27261,25,1125,370,2,16,28799
2017-05-07,20512,17,774,347,2,13,21665
2017-05-08,22336,25,3650,293,11,6,26321
2017-05-09,21630,25,2994,301,6,6,24962
2017-05-10,21983,24,3001,277,7,13,25305
2017-05-11,22076,25,3016,357,5,12,25491
2017-05-12,21858,26,2368,365,2,6,24625
2017-05-13,24003,25,929,473,4,14,25448
2017-05-14,22296,20,839,297,16,12,23480
2017-05-15,22504,23,3138,345,13,14,26037
2017-05-16,20204,27,2991,333,4,6,23565
2017-05-17,21590,30,3046,327,3,7,25003
2017-05-18,22172,26,2502,321,9,31,25061
2017-05-19,23791,30,2448,410,8,32,26719
2017-05-20,25416,19,1282,479,2,19,27217
2017-05-21,21906,27,945,315,9,5,23207
2017-05-22,22086,22,3073,301,15,12,25509
2017-05-23,21635,25,3141,363,9,10,25183
2017-05-24,21452,23,2634,351,8,9,24477
2017-05-25,24403,25,2650,379,3,5,27465
2017-05-26,24258,24,2175,363,5,13,26838
2017-05-27,27926,26,1205,484,6,18,29665
2017-05-28,23137,23,1056,395,7,10,24628
2017-05-29,23139,27,3713,298,13,9,27199
2017-05-30,21360,30,3044,345,5,6,24790
2017-05-31,21135,23,2976,308,9,13,24464
2017-06-01,22033,34,2584,368,4,3,25026
2017-06-02,23622,30,1817,345,4,11,25829
2017-06-03,25334,12,934,422,5,16,26723
2017-06-04,23859,15,769,360,14,13,25030
2017-06-05,25850,28,3328,400,11,13,29630
2017-06-06,21209,29,3132,302,8,13,24693
2017-06-07,22833,29,2977,303,7,12,26161
2017-06-08,22594,21,2588,333,9,8,25553
2017-06-09,24857,24,2520,385,6,28,27820
2017-06-10,26554,28,1037,406,9,18,28052
2017-06-11,22184,25,902,330,14,7,23462
2017-06-12,23292,23,3573,330,24,13,27255
2017-06-13,21736,27,2946,347,14,6,25076
2017-06-14,23700,24,2731,346,10,12,26823
2017-06-15,30656,22,1658,406,5,11,32758
2017-06-16,25117,26,1865,451,4,8,27471
2017-06-17,27328,20,933,411,5,4,28701
2017-06-18,25395,22,1020,351,17,16,26821
2017-06-19,24613,31,2897,338,14,13,27906
2017-06-20,21988,23,2995,358,12,9,25385
2017-06-21,24569,26,2777,371,15,12,27770
2017-06-22,29540,21,1703,409,7,11,31691
2017-06-23,25096,27,1817,366,8,8,27322
2017-06-24,26495,27,979,465,11,18,27995
2017-06-25,21817,27,773,360,11,12,23000
2017-06-26,21659,28,3155,334,17,11,25204
2017-06-27,21561,31,2709,311,4,12,24628
2017-06-28,21944,27,2703,324,8,8,25014
2017-06-29,23344,28,2823,323,2,9,26529
2017-06-30,23876,28,2072,322,15,13,26326
2017-07-01,26487,20,934,367,10,16,27834
2017-07-02,22596,26,883,308,15,6,23834
2017-07-03,23489,26,3291,331,11,12,27160
2017-07-04,22489,21,2998,294,11,11,25824
2017-07-05,22851,25,2602,331,5,7,25821
2017-07-06,24347,18,2538,310,10,5,27228
2017-07-07,25755,27,2405,322,10,10,28529
2017-07-08,26606,21,964,387,7,20,28005
2017-07-09,24475,21,898,290,5,4,25693
2017-07-10,23859,28,3440,336,21,13,27697
2017-07-11,23228,21,2681,266,10,10,26216
2017-07-12,23914,22,2548,299,11,13,26807
2017-07-13,24417,26,2344,297,12,6,27102
2017-07-14,25949,31,2185,323,9,16,28513
2017-07-15,26590,24,849,314,8,6,27791
2017-07-16,23377,16,894,279,13,13,24592
2017-07-17,24341,26,3153,282,13,13,27828
2017-07-18,23428,26,2714,249,14,9,26440
2017-07-19,24029,26,2525,261,8,14,26863
2017-07-20,26395,28,2652,397,12,8,29492
2017-07-21,25595,23,2066,281,20,10,27995
2017-07-22,28479,27,1089,308,9,19,29931
2017-07-23,24905,15,735,257,13,17,25942
2017-07-24,23023,27,2961,275,15,37,26338
2017-07-25,22606,23,2372,226,19,8,25254
2017-07-26,23607,23,2558,264,8,15,26475
2017-07-27,23791,27,2219,271,8,11,26327
2017-07-28,24066,28,1885,241,10,16,26246
2017-07-29,26105,26,900,278,16,15,27340
2017-07-30,25121,18,768,283,11,14,26215
2017-07-31,24726,22,2618,203,20,17,27606
2017-08-01,25548,22,2392,250,12,13,28237
2017-08-02,24226,25,2212,234,9,15,26721
2017-08-03,25778,30,2289,263,10,7,28377
2017-08-04,27584,27,1742,274,11,10,29648
2017-08-05,29906,21,752,310,24,17,31030
2017-08-06,23520,19,626,241,12,6,24424
2017-08-07,25477,31,2655,266,16,12,28457
2017-08-08,24129,27,2515,261,19,10,26961
2017-08-09,25825,23,2201,245,10,9,28313
2017-08-10,25620,30,2039,245,14,5,27953
2017-08-11,27246,35,1671,272,4,11,29239
2017-08-12,30675,25,853,320,10,22,31905
2017-08-13,28932,19,504,313,12,13,29793
2017-08-14,29692,31,1845,249,14,12,31843
2017-08-15,31161,25,1070,314,9,10,32589
2017-08-16,27270,26,2670,262,10,13,30251
2017-08-17,28134,31,1965,240,9,12,30391
2017-08-18,26982,29,1590,259,12,8,28880
2017-08-19,31367,30,1015,290,10,20,32732
2017-08-20,27109,18,677,231,23,12,28070
2017-08-21,27987,31,2742,227,18,14,31019
2017-08-22,23729,27,2451,256,10,6,26479
2017-08-23,27046,27,2468,246,12,14,29813
2017-08-24,25043,26,2530,265,11,13,27888
2017-08-25,29533,29,1742,253,6,14,31577
2017-08-26,29995,29,847,307,12,17,31207
2017-08-27,24848,25,845,276,18,13,26025
2017-08-28,24986,28,3288,242,11,13,28568
2017-08-29,25955,24,2511,261,7,10,28768
2017-08-30,24514,29,2579,284,11,16,27433
2017-08-31,25685,26,2712,274,10,10,28717
2017-09-01,27145,28,1937,268,7,31,29416
2017-09-02,27428,32,887,257,9,19,28632
2017-09-03,23681,23,792,232,10,12,24750
2017-09-04,24827,31,3161,254,25,15,28313
2017-09-05,23823,29,2644,281,14,7,26798
2017-09-06,23206,32,2461,243,11,14,25967
2017-09-07,25691,31,2639,309,9,10,28689
2017-09-08,27574,32,2054,324,16,11,30011
2017-09-09,31014,29,945,288,10,14,32300
2017-09-10,24474,22,844,249,6,13,25608
2017-09-11,23759,29,3245,258,8,13,27312
2017-09-12,24230,29,3040,255,9,10,27573
2017-09-13,22793,26,2695,271,21,8,25814
2017-09-14,23925,27,2398,288,4,12,26654
2017-09-15,27828,24,2085,302,10,13,30262
2017-09-16,28783,28,1270,411,10,18,30520
2017-09-17,25794,22,975,298,9,5,27103
2017-09-18,23670,30,3594,249,41,14,27598
2017-09-19,24183,23,2566,265,8,11,27056
2017-09-20,24115,27,2605,342,9,14,27112
2017-09-21,25356,21,2511,400,11,12,28311
2017-09-22,25427,27,2175,271,11,12,27923
2017-09-23,29529,20,933,348,8,15,30853
2017-09-24,23723,23,1058,301,18,12,25135
2017-09-25,24096,32,2845,276,15,11,27275
2017-09-26,22626,24,2795,228,14,6,25693
2017-09-27,23339,28,2575,274,14,13,26243
2017-09-28,24778,26,2534,352,20,8,27718
2017-09-29,25775,27,1943,333,7,11,28096
2017-09-30,28909,28,1017,375,8,15,30352
2017-10-01,24227,28,868,294,23,12,25452
2017-10-02,23177,25,3331,274,11,10,26828
2017-10-03,22718,23,2688,249,6,9,25693
2017-10-04,22300,26,2627,268,17,8,25246
2017-10-05,23590,28,2235,295,13,4,26165
2017-10-06,25669,27,2225,363,12,10,28306
2017-10-07,28546,25,948,393,13,13,29938
2017-10-08,24450,31,809,288,9,5,25592
2017-10-09,21727,29,3050,286,11,8,25111
2017-10-10,22466,30,2610,322,7,7,25442
2017-10-11,22934,28,2239,287,6,12,25506
2017-10-12,22878,26,2594,272,10,3,25783
2017-10-13,24418,26,1865,313,6,10,26638
2017-10-14,27819,27,912,410,6,13,29187
2017-10-15,24573,20,822,290,9,10,25724
2017-10-16,21550,26,3054,268,11,7,24916
2017-10-17,21360,26,2633,237,11,5,24272
2017-10-18,21698,28,2661,268,5,10,24670
2017-10-19,22336,30,2495,284,7,6,25158
2017-10-20,25551,28,2139,296,7,9,28030
2017-10-21,26631,26,968,344,4,13,27986
2017-10-22,22024,22,782,293,2,9,23132
2017-10-23,22628,28,2976,261,14,7,25914
2017-10-24,20954,29,2852,227,9,3,24074
2017-10-25,20888,24,2648,213,9,6,23788
2017-10-26,22580,22,2589,290,9,6,25496
2017-10-27,24307,29,2351,292,3,7,26989
2017-10-28,26861,26,1127,338,8,7,28367
