,osobni automobili,vlakovi,teretna vozila,autobusi,plovila,zrakoplovi,UKUPNO
2016-03-16,18849,17,2566,138,2,23,21595
2016-03-17,20344,20,2739,166,5,21,23295
2016-03-18,22984,16,2734,159,8,24,25925
2016-03-19,25544,17,1283,184,2,16,27046
2016-03-20,21225,11,495,211,4,21,21967
2016-03-21,20858,18,2245,163,3,23,23310
2016-03-22,22099,17,2611,152,11,17,24907
2016-03-23,23120,15,3009,167,1,18,26330
2016-03-24,24832,18,2759,194,10,19,27832
2016-03-25,24361,15,2083,206,5,23,26693
2016-03-26,22393,19,735,152,4,16,23319
2016-03-27,15841,10,256,106,3,22,16238
2016-03-28,25740,11,526,182,2,21,26482
2016-03-29,20243,19,1657,180,5,21,22125
2016-03-30,19365,19,2218,181,5,25,21813
2016-03-31,20166,15,2604,160,4,22,22971
2016-04-01,22730,17,2629,190,10,19,25595
2016-04-02,22291,16,1500,188,3,21,24019
2016-04-03,20685,16,389,229,4,23,21346
2016-04-04,19729,11,2184,155,6,22,22107
2016-04-05,19254,19,2594,195,12,20,22094
2016-04-06,17918,14,2580,154,7,25,20698
2016-04-07,20248,18,2797,172,7,20,23262
2016-04-08,22539,16,2695,171,8,24,25453
2016-04-09,23235,19,1533,250,10,20,25067
2016-04-10,19102,17,424,229,5,24,19801
2016-04-11,20599,14,2293,214,6,24,23150
2016-04-12,19620,14,2787,176,2,23,22622
2016-04-13,19960,24,2861,168,8,23,23044
2016-04-14,21473,22,3062,190,6,25,24778
2016-04-15,24723,16,3119,194,6,27,28085
2016-04-16,25320,16,1560,786,5,23,27710
2016-04-17,21874,9,454,269,0,22,22628
2016-04-18,20372,21,2535,176,2,23,23129
2016-04-19,2585,0,334,5,2,1,2927
2016-04-20,16015,8,2215,135,2,6,18381
2016-04-21,18142,16,2268,168,6,23,20623
2016-04-22,23048,24,3084,189,10,26,26381
2016-04-23,23313,22,1257,243,6,6,24847
2016-04-24,20729,16,486,226,4,23,21484
2016-04-25,21703,20,2545,221,7,23,24519
2016-04-26,20365,22,2881,214,5,25,23512
2016-04-27,21757,16,2080,254,3,19,24129
2016-04-28,22193,14,2886,240,13,28,25374
2016-04-29,24241,21,3085,223,8,26,27604
2016-04-30,23623,18,1425,313,14,29,25422
2016-05-01,20244,14,441,261,6,30,20996
2016-05-02,19259,19,1347,194,4,32,20855
2016-05-03,21548,18,2386,212,7,27,24198
2016-05-04,21840,21,2500,249,6,31,24647
2016-05-05,24521,23,2705,227,9,25,27510
2016-05-06,23171,16,2974,238,11,30,26440
2016-05-07,24251,17,1625,284,4,31,26212
2016-05-08,21248,20,498,275,4,29,22074
2016-05-09,20690,16,2414,228,7,29,23384
2016-05-10,21809,13,2506,221,3,27,24579
2016-05-11,21848,22,2536,222,6,29,24663
2016-05-12,21644,23,2583,242,7,26,24525
2016-05-13,23710,21,2966,367,7,27,27098
2016-05-14,27443,16,1630,498,3,31,29621
2016-05-15,23800,14,545,383,1,32,24775
2016-05-16,22057,30,1964,276,3,28,24358
2016-05-17,19765,23,2463,288,5,28,22572
2016-05-18,21304,16,2701,210,4,31,24266
2016-05-19,23101,22,3175,238,8,30,26574
2016-05-20,24334,23,2999,273,3,31,27663
2016-05-21,23710,15,1555,315,4,30,25629
2016-05-22,22807,20,539,277,4,34,23681
2016-05-23,21629,20,2429,258,0,30,24366
2016-05-24,20521,21,2801,263,4,33,23643
2016-05-25,22961,15,2845,291,7,34,26153
2016-05-26,26888,22,1663,254,9,31,28867
2016-05-27,23925,20,2827,272,6,32,27082
2016-05-28,25036,20,1394,325,9,39,26823
2016-05-29,24269,11,419,382,1,31,25113
2016-05-30,21674,17,2141,242,5,33,24112
2016-05-31,19824,18,2551,252,7,29,22681
2016-06-01,21410,22,2708,216,6,34,24396
2016-06-02,22731,18,2604,251,10,35,25649
2016-06-03,24381,13,3097,280,7,32,27810
2016-06-04,25415,16,1372,293,4,31,27131
2016-06-05,20794,17,454,304,6,32,21607
2016-06-06,22118,16,2101,241,6,35,24517
2016-06-07,19715,24,3004,270,11,18,23042
2016-06-08,20033,17,2860,239,13,31,23193
2016-06-09,22409,23,2926,233,5,32,25628
2016-06-10,25567,16,3069,266,14,24,28956
2016-06-11,24972,16,1509,288,5,33,26823
2016-06-12,20466,16,459,281,6,26,21254
2016-06-13,22110,27,2498,302,3,16,24956
2016-06-14,20165,22,2307,267,6,33,22800
2016-06-15,22264,16,2646,243,10,34,25213
2016-06-16,22930,18,2830,245,6,33,26062
2016-06-17,22472,24,2980,272,7,31,25786
2016-06-18,25602,11,1279,336,6,36,27270
2016-06-19,22607,18,533,301,6,33,23498
2016-06-20,21851,21,2182,299,9,32,24394
2016-06-21,19336,24,2419,286,10,29,22104
2016-06-22,25762,12,1809,296,10,39,27928
2016-06-23,22639,15,2463,323,11,37,25488
2016-06-24,26131,21,2831,330,16,28,29357
2016-06-25,26608,13,1036,318,7,35,28017
2016-06-26,23744,13,459,298,6,34,24554
2016-06-27,22370,22,1983,246,4,33,24658
2016-06-28,22229,23,2273,260,10,29,24824
2016-06-29,20950,20,2811,250,14,36,24081
2016-06-30,22199,24,2566,309,14,33,25145
2016-07-01,25205,18,2553,291,10,36,28113
2016-07-02,25165,16,1411,301,9,32,26934
2016-07-03,23730,18,528,334,7,32,24649
2016-07-04,23831,20,2287,268,11,34,26451
2016-07-05,21329,17,2399,299,10,35,24089
2016-07-06,21542,21,2411,260,12,30,24276
2016-07-07,23464,23,2591,269,16,33,26396
2016-07-08,26635,26,3074,279,18,28,30060
2016-07-09,26275,13,1206,273,20,36,27823
2016-07-10,23614,19,488,287,8,26,24442
2016-07-11,24012,19,2244,213,5,34,26527
2016-07-12,21588,21,2428,249,8,34,24328
2016-07-13,22036,15,2238,248,15,32,24584
2016-07-14,24446,22,2775,264,9,30,27546
2016-07-15,26514,23,2724,243,9,31,29544
2016-07-16,28487,18,1374,251,9,35,30174
2016-07-17,25090,14,662,267,7,31,26071
2016-07-18,23392,16,2123,244,9,25,25809
2016-07-19,22047,22,2207,236,11,32,24555
2016-07-20,23583,16,2207,241,13,28,26088
2016-07-21,27549,20,2713,298,9,32,30621
2016-07-22,26610,21,2627,262,10,29,29559
2016-07-23,27358,20,956,251,13,34,28632
2016-07-24,24508,21,516,284,7,37,25373
2016-07-25,25757,19,2216,246,11,37,28286
2016-07-26,22526,21,2475,274,9,34,25339
2016-07-27,21972,18,2382,201,8,36,24617
2016-07-28,25415,23,2619,264,15,31,28367
2016-07-29,25353,24,2293,257,10,33,27970
2016-07-30,27940,18,1435,345,9,31,29778
2016-07-31,25415,21,495,283,13,38,26265
2016-08-01,26843,22,1878,283,12,32,29070
2016-08-02,24361,26,2297,277,11,30,27002
2016-08-03,23595,21,2283,240,11,38,26188
2016-08-04,23702,29,2478,245,17,35,26506
2016-08-05,28110,20,1832,260,14,35,30271
2016-08-06,27445,20,1186,271,13,33,28968
2016-08-07,29744,13,579,300,5,38,30679
2016-08-08,24854,21,2232,231,11,30,27379
2016-08-09,24271,24,2184,276,14,36,26805
2016-08-10,25548,21,2161,273,12,31,28046
2016-08-11,28940,23,2228,327,14,32,31564
2016-08-12,27845,27,2632,267,81,34,30886
2016-08-13,28333,26,982,315,12,40,29708
2016-08-14,28367,19,430,303,5,39,29163
2016-08-15,29973,17,600,238,9,31,30868
2016-08-16,28206,24,2460,253,10,28,30981
2016-08-17,24528,18,1953,260,11,36,26806
2016-08-18,25524,24,2146,262,21,34,28011
2016-08-19,25817,24,2424,260,11,29,28565
2016-08-20,27390,17,1202,387,10,36,29042
2016-08-21,23936,19,424,285,6,35,24705
2016-08-22,24791,17,1866,247,7,32,26960
2016-08-23,23739,20,2477,270,4,29,26539
2016-08-24,21855,25,2325,234,12,34,24485
2016-08-25,22562,22,2136,276,16,25,25037
2016-08-26,24808,19,2359,254,15,34,27489
2016-08-27,25630,19,1257,329,10,35,27280
2016-08-28,24956,22,474,268,9,39,25768
2016-08-29,22752,19,2138,276,8,37,25230
2016-08-30,21703,22,2088,285,9,32,24139
2016-08-31,21295,16,2282,284,9,35,23921
2016-09-01,23784,18,2354,236,11,35,26438
2016-09-02,24766,25,2856,281,10,36,27974
2016-09-03,28519,20,1522,355,5,37,30458
2016-09-04,23551,11,501,297,6,31,24397
2016-09-05,23231,22,1986,274,6,31,25550
2016-09-06,22129,18,2552,319,6,32,25056
2016-09-07,22133,20,2679,316,8,33,25189
2016-09-08,23880,16,2876,284,16,32,27104
2016-09-09,23233,22,2408,273,15,34,25985
2016-09-10,27022,17,1585,366,8,35,29033
2016-09-11,24472,15,528,296,4,33,25348
2016-09-12,22022,18,2052,302,6,31,24431
2016-09-13,20476,20,2080,263,9,33,22881
2016-09-14,22656,22,2603,297,8,25,25611
2016-09-15,24145,19,2635,304,16,33,27152
2016-09-16,24990,20,2681,290,13,31,28025
2016-09-17,26695,15,1348,318,7,35,28418
2016-09-18,23745,18,453,363,4,34,24617
2016-09-19,23695,23,1955,303,4,30,26010
2016-09-20,21695,26,2344,317,8,29,24419
2016-09-21,21823,22,2696,288,4,21,24854
2016-09-22,23185,25,2591,282,12,28,26123
2016-09-23,23246,25,2157,268,8,34,25738
2016-09-24,27048,23,1789,340,6,34,29240
2016-09-25,22609,26,453,325,6,24,23443
2016-09-26,21169,19,2314,286,5,32,23825
2016-09-27,21200,24,2489,236,9,30,23988
2016-09-28,20886,13,2927,235,27,33,24121
2016-09-29,22426,25,2537,253,18,29,25288
2016-09-30,25072,18,2992,294,12,33,28421
2016-10-01,25949,19,1431,296,5,30,27730
2016-10-02,23875,16,498,339,4,34,24766
2016-10-03,22700,24,2639,290,4,33,25690
2016-10-04,21078,15,2414,286,3,34,23830
2016-10-05,21005,22,2524,240,8,31,23830
2016-10-06,20155,14,2461,244,16,28,22918
2016-10-07,24720,19,2895,318,9,29,27990
2016-10-08,27551,17,1355,345,7,33,29308
2016-10-09,24138,19,527,362,10,31,25087
2016-10-10,21188,18,2231,222,8,33,23700
2016-10-11,20252,20,2800,234,8,26,23340
2016-10-12,21450,20,2494,246,14,29,24253
2016-10-13,20809,26,2451,230,6,29,23551
2016-10-14,21759,15,2787,262,9,31,24863
2016-10-15,25694,24,1672,312,4,31,27737
2016-10-16,22956,21,600,357,1,32,23967
2016-10-17,20181,18,2389,235,4,26,22853
2016-10-18,18976,16,2376,214,8,24,21614
2016-10-19,19974,22,2610,244,4,27,22881
2016-10-20,21088,20,2213,245,4,26,23596
2016-10-21,23185,15,2680,259,9,29,26177
2016-10-22,24325,15,1462,262,6,30,26100
2016-10-23,21094,20,480,340,0,28,21962
2016-10-24,19785,20,2266,234,4,26,22335
2016-10-25,18354,21,2217,161,6,4,20763
2016-10-26,19316,21,2188,179,12,8,21724
2016-10-27,19804,22,2682,215,7,4,22734
2016-10-28,25617,24,2653,237,6,26,28563
2016-10-29,27427,22,1447,241,5,11,29153
2016-10-30,24859,19,528,219,1,1,25627
2016-10-31,25366,27,1184,155,2,22,26756
2016-11-01,28501,18,689,172,1,5,29386
2016-11-02,22501,24,2151,166,7,4,24853
2016-11-03,19623,19,2471,165,8,1,22287
2016-11-04,21220,24,2750,193,14,21,24222
2016-11-05,22070,20,1646,202,4,3,23945
2016-11-06,18651,19,406,180,1,2,19259
2016-11-07,17838,18,2181,167,6,8,20218
2016-11-08,18066,24,2544,182,5,7,20828
2016-11-09,18424,20,2438,190,3,5,21080
2016-11-10,19614,20,2804,159,4,0,22601
2016-11-11,19568,15,2254,183,2,3,22025
2016-11-12,20452,18,1359,187,2,18,22036
2016-11-13,18050,20,454,239,1,21,18785
2016-11-14,17721,125,1790,142,2,0,19780
2016-11-15,17870,17,2292,158,3,19,20359
2016-11-16,18089,25,2447,163,2,22,20748
2016-11-17,19155,24,2516,176,3,22,21896
2016-11-18,21661,18,2761,166,2,3,24611
2016-11-19,21865,21,1291,230,4,15,23426
2016-11-20,18681,20,447,221,0,19,19388
2016-11-21,18540,20,2051,189,3,21,20824
2016-11-22,17837,25,2930,159,3,21,20975
2016-11-23,17511,20,2377,157,6,22,20093
2016-11-24,19400,25,2379,153,3,22,21982
2016-11-25,19584,21,3022,171,3,21,22822
2016-11-26,20597,27,1547,204,6,15,22396
2016-11-27,18991,19,429,220,0,19,19678
2016-11-28,18929,17,2014,166,3,22,21151
2016-11-29,17480,24,2565,163,4,20,20256
2016-11-30,18135,19,2718,160,3,23,21058
2016-12-01,19103,21,2658,164,3,19,21968
2016-12-02,20243,22,2842,171,4,23,23305
2016-12-03,21878,20,1317,331,4,15,23565
2016-12-04,18254,17,453,244,1,20,18989
2016-12-05,18575,21,2163,158,2,18,20937
2016-12-06,18039,22,2365,145,3,21,20595
2016-12-07,17958,21,2453,160,2,20,20614
2016-12-08,19336,21,2494,164,3,23,22041
2016-12-09,19863,19,2662,165,2,21,22732
2016-12-10,21953,26,1695,435,10,16,24135
2016-12-11,19373,17,384,325,0,20,20119
2016-12-12,19133,19,2020,162,3,19,21356
2016-12-13,18369,21,2438,137,7,19,20991
2016-12-14,18832,20,2374,151,5,21,21403
2016-12-15,20012,19,2506,163,6,22,22728
2016-12-16,22058,20,2869,172,3,21,25143
2016-12-17,23869,21,1430,371,4,31,25726
2016-12-18,18920,20,597,352,2,23,19914
2016-12-19,19644,19,2000,168,1,20,21852
2016-12-20,19782,20,2439,150,4,21,22416
2016-12-21,21323,19,2575,158,1,18,24094
2016-12-22,23816,26,2997,174,1,21,27035
2016-12-23,27666,20,2543,199,3,23,30454
2016-12-24,20072,21,848,159,1,11,21112
2016-12-25,11957,12,133,57,0,0,12159
2016-12-26,21329,17,370,118,1,17,21852
2016-12-27,22432,23,1303,146,1,4,23909
2016-12-28,22537,20,1799,144,1,23,24524
2016-12-29,22787,20,1628,178,1,19,24633
2016-12-30,23982,20,1279,173,3,20,25477
2016-12-31,16911,18,413,131,1,11,17485
2017-01-01,13543,17,163,195,0,12,13930
2017-01-02,19783,23,748,197,1,19,20771
2017-01-03,18421,22,1203,153,0,21,19820
2017-01-04,20690,27,1402,161,1,20,22301
2017-01-05,19732,23,1754,131,1,18,21659
2017-01-06,16612,11,588,131,0,16,17358
2017-01-07,17344,24,594,150,1,17,18130
2017-01-08,17075,12,327,190,0,18,17622
2017-01-09,16637,21,1422,148,1,24,18253
2017-01-10,18185,15,1686,133,0,17,20036
2017-01-11,16853,24,1831,122,5,22,18857
2017-01-12,19553,16,2108,132,1,24,21834
2017-01-13,18065,20,2050,169,0,22,20326
2017-01-14,19204,18,1268,225,5,16,20736
2017-01-15,17736,27,423,139,0,19,18344
2017-01-16,17176,19,1843,157,0,19,19214
2017-01-17,12894,25,1699,128,0,22,14768
2017-01-18,13679,19,1780,130,0,23,15631
2017-01-19,16185,25,1960,127,2,22,18321
2017-01-20,18797,24,2237,149,0,21,21228
2017-01-21,20062,23,1212,178,1,16,21492
2017-01-22,16434,16,317,161,1,20,16949
2017-01-23,16958,20,1910,143,3,21,19055
2017-01-24,16031,21,2069,147,4,21,18293
2017-01-25,16727,28,2164,413,1,20,19353
2017-01-26,17115,23,2193,129,1,23,19484
2017-01-27,18769,25,2425,172,1,22,21414
2017-01-28,19456,17,1185,218,1,16,20893
2017-01-29,16863,19,446,166,0,21,17515
2017-01-30,16811,20,1816,138,1,23,18809
2017-01-31,16560,23,2211,144,0,22,18960
2017-02-01,16084,21,2182,126,3,24,18440
2017-02-02,18202,20,2477,146,1,19,20865
2017-02-03,19770,20,2142,145,0,20,22097
2017-02-04,21215,22,1204,167,1,15,22624
2017-02-05,17348,22,433,148,1,20,17972
2017-02-06,17504,27,1842,131,0,22,19526
2017-02-07,16861,23,2079,133,0,18,19114
2017-02-08,18068,21,1682,139,1,21,19932
2017-02-09,19196,21,2838,158,1,20,22234
2017-02-10,21279,21,2729,159,0,21,24209
2017-02-11,22678,23,1318,162,2,14,24197
2017-02-12,19364,21,574,204,1,20,20184
2017-02-13,19358,21,2048,172,2,23,21624
2017-02-14,18989,25,2342,131,1,19,21507
2017-02-15,19722,21,2246,146,3,20,22158
2017-02-16,20758,23,2114,150,0,19,23064
2017-02-17,21593,17,2698,159,1,19,24487
2017-02-18,23647,25,1438,181,3,14,25308
2017-02-19,19761,18,479,158,2,20,20438
2017-02-20,19819,28,1966,155,2,22,21992
2017-02-21,18634,18,2520,138,3,20,21333
2017-02-22,19142,25,2679,152,3,19,22020
2017-02-23,20151,23,2541,143,4,22,22884
2017-02-24,21620,16,2509,196,3,22,24366
2017-02-25,23146,21,1413,212,4,15,24811
2017-02-26,21318,21,473,201,1,19,22033
2017-02-27,19213,23,2192,140,4,20,21592
2017-02-28,19082,22,2574,138,1,21,21838
2017-03-01,19866,24,2537,161,2,21,22611
2017-03-02,20878,25,2764,150,3,20,23840
2017-03-03,22290,21,2858,160,6,22,25357
2017-03-04,24423,19,1431,198,3,13,26087
2017-03-05,20501,13,465,245,0,18,21242
2017-03-06,20476,24,2152,159,3,23,22837
2017-03-07,19257,18,2404,142,2,21,21844
2017-03-08,19887,21,2730,159,5,21,22823
2017-03-09,21174,20,2872,146,3,20,24235
2017-03-10,22881,22,2941,188,8,20,26060
2017-03-11,24929,12,1386,223,4,18,26572
2017-03-12,21211,13,498,219,0,21,21962
2017-03-13,19979,24,2359,171,4,20,22557
2017-03-14,18515,23,2882,157,5,22,21604
2017-03-15,20253,26,2345,163,4,22,22813
2017-03-16,22063,26,2969,148,5,23,25234
2017-03-17,23563,21,2946,166,2,20,26718
2017-03-18,25199,26,1619,201,3,19,27067
2017-03-19,22435,23,515,202,2,22,23199
2017-03-20,20642,20,2339,176,4,22,23203
2017-03-21,20125,22,2773,152,2,18,23092
2017-03-22,20202,25,2920,168,3,24,23342
2017-03-23,21058,23,2950,169,4,21,24225
2017-03-24,22174,16,2922,197,3,24,25336
2017-03-25,25303,19,1420,199,4,15,26960
2017-03-26,19860,24,540,197,0,3,20624
2017-03-27,19731,23,2264,161,4,40,22223
2017-03-28,18733,17,2732,162,5,19,21668
2017-03-29,20680,29,2940,187,8,7,23851
2017-03-30,21669,16,3255,171,4,5,25120
2017-03-31,23806,26,3247,184,7,10,27280
2017-04-01,26043,20,1824,263,9,19,28178
2017-04-02,22252,14,503,273,2,6,23050
2017-04-03,21042,19,2534,187,2,8,23792
2017-04-04,19677,22,2831,171,4,7,22712
2017-04-05,21271,23,2651,199,2,23,24169
2017-04-06,22150,24,2895,203,9,24,25305
2017-04-07,24689,22,3401,270,5,23,28410
2017-04-08,27731,22,1714,356,7,24,29854
2017-04-09,22318,19,583,413,0,21,23354
2017-04-10,22653,15,2520,265,7,22,25482
2017-04-11,22594,19,3039,238,9,21,25920
2017-04-12,25814,26,3274,276,6,23,29419
2017-04-13,27244,31,3282,242,10,24,30833
2017-04-14,29500,16,2430,279,7,26,32258
2017-04-15,22476,24,950,222,2,19,23693
2017-04-16,15938,23,207,174,1,9,16352
2017-04-17,25007,19,526,242,5,11,25810
2017-04-18,26229,11,2191,269,5,26,28731
2017-04-19,23437,14,2850,247,4,23,26575
2017-04-20,24650,29,2969,243,4,8,27903
2017-04-21,25846,22,3547,294,17,10,29736
2017-04-22,25918,20,1676,486,4,21,28125
2017-04-23,23248,20,666,436,14,9,24393
2017-04-24,23062,23,2453,294,8,25,25865
2017-04-25,21783,29,3097,329,5,22,25265
2017-04-26,22646,23,3423,290,8,23,26413
2017-04-27,22883,29,2463,304,6,24,25709
2017-04-28,26209,22,3584,337,8,20,30180
2017-04-29,26093,19,1833,407,6,25,28383
2017-04-30,23233,27,506,394,4,23,24187
2017-05-01,21743,6,610,396,3,28,22786
2017-05-02,21310,18,1411,302,2,9,23052
2017-05-03,22456,24,2953,304,11,27,25775
2017-05-04,22749,21,2503,322,14,7,25616
2017-05-05,25453,25,2956,321,15,10,28780
2017-05-06,25330,17,1538,306,3,17,27211
2017-05-07,21991,23,499,378,4,14,22909
2017-05-08,22742,25,2474,259,10,11,25521
2017-05-09,21624,24,2763,253,9,7,24680
2017-05-10,22629,22,2877,277,10,15,25830
2017-05-11,23772,24,3249,309,5,11,27370
2017-05-12,23383,21,3279,331,5,10,27029
2017-05-13,24535,21,1442,406,2,15,26421
2017-05-14,22930,19,501,332,1,16,23799
2017-05-15,22922,21,2493,307,3,17,25763
2017-05-16,21414,22,2964,324,6,7,24737
2017-05-17,22754,25,2888,298,12,10,25987
2017-05-18,22826,21,2703,331,10,32,25923
2017-05-19,24880,27,2857,356,6,35,28161
2017-05-20,26429,15,1514,445,6,20,28429
2017-05-21,23402,19,604,320,3,8,24356
2017-05-22,21946,21,2153,295,2,16,24433
2017-05-23,22657,25,2958,313,8,12,25973
2017-05-24,22514,19,2967,335,6,13,25854
2017-05-25,27317,26,3216,867,17,8,31451
2017-05-26,24332,24,3143,352,10,16,27877
2017-05-27,26123,18,1640,452,4,19,28256
2017-05-28,24287,25,580,411,6,18,25327
2017-05-29,22350,27,2901,314,3,13,25608
2017-05-30,21014,25,3089,336,6,9,24479
2017-05-31,21931,24,3251,321,10,17,25554
2017-06-01,23795,27,3157,358,6,7,27350
2017-06-02,27214,22,2827,372,9,15,30459
2017-06-03,26244,13,1350,405,8,17,28037
2017-06-04,26113,11,557,415,6,15,27117
2017-06-05,24344,27,2515,374,8,17,27285
2017-06-06,21802,28,2904,326,7,17,25084
2017-06-07,22714,29,2919,338,15,14,26029
2017-06-08,22630,23,3286,362,9,10,26320
2017-06-09,26014,24,3357,393,12,16,29816
2017-06-10,25919,19,1612,372,8,19,27949
2017-06-11,24314,20,591,365,6,9,25305
2017-06-12,23567,23,2750,411,12,16,26779
2017-06-13,23542,25,3300,356,12,11,27246
2017-06-14,24963,27,3142,382,22,15,28551
2017-06-15,31664,23,1961,358,16,12,34034
2017-06-16,26373,24,2816,443,16,12,29684
2017-06-17,28357,19,1515,412,7,8,30318
2017-06-18,25073,18,514,446,5,18,26074
2017-06-19,23712,26,2220,373,7,17,26355
2017-06-20,22180,26,2794,381,12,14,25407
2017-06-21,23456,21,3131,334,18,14,26974
2017-06-22,28783,14,2442,450,19,14,31722
2017-06-23,27414,24,2629,370,12,11,30460
2017-06-24,28743,21,1425,443,12,19,30663
2017-06-25,27168,27,658,442,5,12,28312
2017-06-26,23819,23,2426,335,9,16,26628
2017-06-27,22663,25,2994,338,10,13,26043
2017-06-28,22126,20,2761,359,12,11,25289
2017-06-29,23803,26,3222,316,11,14,27392
2017-06-30,25999,23,3199,361,8,17,29607
2017-07-01,27621,18,1504,377,5,18,29543
2017-07-02,25429,22,623,330,7,8,26419
2017-07-03,24970,24,2554,318,5,16,27887
2017-07-04,23296,21,2969,306,8,15,26615
2017-07-05,22642,26,2930,375,7,12,25992
2017-07-06,24951,15,2788,270,17,10,28051
2017-07-07,25695,27,3456,319,17,17,29531
2017-07-08,27376,16,1503,326,13,21,29255
2017-07-09,26201,21,595,286,8,7,27118
2017-07-10,25049,27,2603,284,13,18,27994
2017-07-11,23306,16,2732,307,7,12,26380
2017-07-12,24158,25,2948,308,15,14,27468
2017-07-13,25147,20,2733,321,9,11,28241
2017-07-14,26900,26,2850,296,8,21,30101
2017-07-15,27960,19,1421,297,10,7,29714
2017-07-16,25811,13,637,301,7,15,26784
2017-07-17,25320,21,2329,269,11,18,27968
2017-07-18,24092,22,2578,270,10,13,26985
2017-07-19,23988,23,2529,280,12,17,26849
2017-07-20,28184,24,3072,367,16,14,31677
2017-07-21,26833,22,2727,300,21,13,29916
2017-07-22,31149,29,1533,303,7,18,33039
2017-07-23,26879,20,439,263,7,20,27628
2017-07-24,24556,22,2059,280,14,33,26964
2017-07-25,22464,22,2200,219,15,11,24931
2017-07-26,24878,30,2675,281,9,16,27889
2017-07-27,25739,27,2254,261,16,16,28313
2017-07-28,26613,24,3032,251,11,20,29951
2017-07-29,27260,24,1388,283,12,17,28984
2017-07-30,26394,18,480,269,5,15,27181
2017-07-31,26076,22,1883,233,7,21,28242
2017-08-01,25977,24,2409,237,14,15,28676
2017-08-02,24519,25,2175,249,15,19,27002
2017-08-03,27416,28,2498,259,16,11,30228
2017-08-04,29797,26,2828,285,14,17,32967
2017-08-05,32832,17,1115,382,19,19,34384
2017-08-06,24596,19,398,241,14,7,25275
2017-08-07,28150,24,2291,255,6,20,30746
2017-08-08,25168,21,2423,273,13,14,27912
2017-08-09,26255,22,2314,263,14,13,28881
2017-08-10,24939,26,2050,251,23,9,27298
2017-08-11,25625,26,2338,231,13,18,28251
2017-08-12,30569,22,1208,313,7,24,32143
2017-08-13,27736,16,397,325,6,16,28496
2017-08-14,28706,28,1484,278,16,15,30527
2017-08-15,30074,22,1021,281,9,16,31423
2017-08-16,28607,26,2055,258,9,17,30972
2017-08-17,27742,25,2300,238,15,16,30336
2017-08-18,26208,25,1749,262,11,14,28269
2017-08-19,28794,26,1353,291,12,22,30498
2017-08-20,26682,20,447,264,4,13,27430
2017-08-21,27126,27,1874,263,5,17,29312
2017-08-22,23953,29,2413,253,10,12,26670
2017-08-23,23427,28,2412,243,14,17,26141
2017-08-24,23399,29,2567,215,23,15,26248
2017-08-25,26666,24,2620,230,14,19,29573
2017-08-26,26065,25,1260,310,9,19,27688
2017-08-27,24839,16,475,277,6,15,25628
2017-08-28,25147,29,2156,269,5,17,27623
2017-08-29,24108,28,2363,252,12,12,26775
2017-08-30,23550,27,2580,299,12,19,26487
2017-08-31,24196,27,2906,242,17,12,27400
2017-09-01,26073,22,2488,290,11,32,28916
2017-09-02,26907,29,1318,260,11,22,28547
2017-09-03,24070,20,439,279,2,16,24826
2017-09-04,23783,26,2116,274,8,19,26226
2017-09-05,22420,27,2463,257,8,9,25184
2017-09-06,22271,26,2607,236,11,17,25168
2017-09-07,24762,30,2894,299,23,13,28021
2017-09-08,25960,22,2949,265,20,16,29232
2017-09-09,29363,24,1111,285,10,15,30808
2017-09-10,24998,19,519,274,5,15,25830
2017-09-11,23633,27,2221,287,5,18,26191
2017-09-12,22980,27,3044,296,8,14,26369
2017-09-13,22681,28,2573,255,11,10,25558
2017-09-14,23417,26,2881,219,8,15,26566
2017-09-15,27154,23,2857,276,11,18,30339
2017-09-16,27101,25,1503,361,12,20,29022
2017-09-17,26587,21,582,367,4,7,27568
2017-09-18,23198,24,2138,246,9,18,25633
2017-09-19,23474,24,2500,271,5,14,26288
2017-09-20,23785,24,2934,330,14,14,27101
2017-09-21,25136,22,2925,262,15,13,28373
2017-09-22,25102,26,2843,265,13,19,28268
2017-09-23,27326,18,1447,305,16,16,29128
2017-09-24,24414,17,616,381,11,15,25454
2017-09-25,23016,30,2229,294,10,15,25594
2017-09-26,21720,27,2349,234,11,10,24351
2017-09-27,22350,24,2676,262,17,14,25343
2017-09-28,23495,28,3097,315,14,12,26961
2017-09-29,25642,28,2892,298,17,15,28892
2017-09-30,27723,24,1431,359,2,16,29555
2017-10-01,25626,22,660,381,7,15,26711
2017-10-02,22820,21,2334,300,11,14,25500
2017-10-03,22261,19,2785,275,4,13,25357
2017-10-04,22298,27,2568,236,14,10,25153
2017-10-05,23125,25,2831,252,17,8,26258
2017-10-06,24106,23,2826,388,14,14,27371
2017-10-07,27467,25,1585,367,7,14,29465
2017-10-08,25011,23,596,425,12,5,26072
2017-10-09,21843,23,2440,322,12,12,24652
2017-10-10,22381,28,2516,349,8,11,25293
2017-10-11,22475,25,2602,254,6,14,25376
2017-10-12,23228,28,2775,253,12,6,26302
2017-10-13,24687,21,2785,267,4,15,27779
2017-10-14,26300,29,1521,450,7,14,28321
2017-10-15,26515,18,597,390,9,14,27543
2017-10-16,21787,25,2081,293,6,11,24203
2017-10-17,21134,26,2660,254,10,9,24093
2017-10-18,21498,28,2555,268,9,11,24369
2017-10-19,22340,28,2819,276,8,10,25481
2017-10-20,25286,26,2911,277,7,13,28520
2017-10-21,26558,27,1637,316,10,16,28564
